epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,modelo,numInputs,fold,filters,kernel_size,dropout,dense_units,learning_rate,batch_size,patience,epochs_max,epochs_usados,early_stopping_monitor
69,0.031465303152799606,0.019094347953796387,0.12957113981246948,0.0924946665763855,0.031465303152799606,0.019094347953796387,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
70,0.02963700145483017,0.019656119868159294,0.12517035007476807,0.09244696795940399,0.02963700145483017,0.019656119868159294,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
71,0.02963508479297161,0.022217733785510063,0.12575069069862366,0.1068679466843605,0.02963508479297161,0.022217733785510063,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
72,0.03258182108402252,0.020031778141856194,0.1302843987941742,0.1042650043964386,0.03258182108402252,0.020031778141856194,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
73,0.031054126098752022,0.018340205773711205,0.12844397127628326,0.09140437096357346,0.031054126098752022,0.018340205773711205,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
74,0.028152218088507652,0.019045792520046234,0.12312906235456467,0.09410325437784195,0.028152218088507652,0.019045792520046234,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
75,0.028859535232186317,0.01881437934935093,0.12327747046947479,0.09161055833101273,0.028859535232186317,0.01881437934935093,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
76,0.029598737135529518,0.018385158851742744,0.12311610579490662,0.09026672691106796,0.029598737135529518,0.018385158851742744,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
77,0.02845209464430809,0.01870233565568924,0.12331572920084,0.09531725943088531,0.02845209464430809,0.01870233565568924,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
78,0.03051270730793476,0.018834851682186127,0.12684233486652374,0.09256113320589066,0.03051270730793476,0.018834851682186127,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
79,0.030228011310100555,0.0186399444937706,0.12620249390602112,0.09189552813768387,0.030228011310100555,0.0186399444937706,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
80,0.029051730409264565,0.018061604350805283,0.12454455345869064,0.08916725218296051,0.029051730409264565,0.018061604350805283,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
81,0.03200369328260422,0.018406234681606293,0.12579356133937836,0.09102516621351242,0.03200369328260422,0.018406234681606293,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
82,0.0303553007543087,0.02066587656736374,0.12633712589740753,0.10140492767095566,0.0303553007543087,0.02066587656736374,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
83,0.027505304664373398,0.01923111081123352,0.12118173390626907,0.09554038196802139,0.027505304664373398,0.01923111081123352,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
84,0.026274217292666435,0.01896052435040474,0.11808869987726212,0.08920040726661682,0.026274217292666435,0.01896052435040474,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
85,0.02900891937315464,0.018941491842269897,0.12337588518857956,0.09413383901119232,0.02900891937315464,0.018941491842269897,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
86,0.028399312868714333,0.02133159711956978,0.12295090407133102,0.10120000690221786,0.028399312868714333,0.02133159711956978,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
87,0.03313707187771797,0.018077069893479347,0.13026314973831177,0.08908123522996902,0.03313707187771797,0.018077069893479347,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
88,0.02707766741514206,0.018878482282161713,0.11887039989233017,0.09019603580236435,0.02707766741514206,0.018878482282161713,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
89,0.028032006695866585,0.019479574635624886,0.12121914327144623,0.09160809218883514,0.028032006695866585,0.019479574635624886,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
90,0.03096849098801613,0.01904047653079033,0.127240851521492,0.09170287847518921,0.03096849098801613,0.01904047653079033,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
91,0.02861565165221691,0.020799480378627777,0.1239098384976387,0.09851649403572083,0.02861565165221691,0.020799480378627777,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
92,0.02878022938966751,0.019039899110794067,0.12220374494791031,0.09198538213968277,0.02878022938966751,0.019039899110794067,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
93,0.027801785618066788,0.018543876707553864,0.12092262506484985,0.09276233613491058,0.027801785618066788,0.018543876707553864,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
94,0.027413543313741684,0.01966162770986557,0.11934096366167068,0.09090296179056168,0.027413543313741684,0.01966162770986557,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
95,0.027040312066674232,0.01846241019666195,0.1197226420044899,0.0927753746509552,0.027040312066674232,0.01846241019666195,CNN,30,1,32,3,0.1,32,0.001,32,15,100,95,val_loss
1,0.48096963763237,0.2165193110704422,0.5114748477935791,0.34114912152290344,0.48096963763237,0.2165193110704422,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
2,0.23745591938495636,0.09062064439058304,0.35525569319725037,0.22393053770065308,0.23745591938495636,0.09062064439058304,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
3,0.15421563386917114,0.07432533800601959,0.2864803075790405,0.19666582345962524,0.15421563386917114,0.07432533800601959,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
4,0.12590785324573517,0.05707135796546936,0.2569260895252228,0.17586570978164673,0.12590785324573517,0.05707135796546936,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
5,0.10706332325935364,0.059304129332304,0.23855698108673096,0.17406994104385376,0.10706332325935364,0.059304129332304,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
6,0.09028620272874832,0.04783863201737404,0.22271984815597534,0.1609824001789093,0.09028620272874832,0.04783863201737404,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
7,0.09411001205444336,0.041931748390197754,0.2204025834798813,0.15156926214694977,0.09411001205444336,0.041931748390197754,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
8,0.0850895345211029,0.04420953243970871,0.21168072521686554,0.15682533383369446,0.0850895345211029,0.04420953243970871,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
9,0.07639533281326294,0.04315483570098877,0.20170457661151886,0.152347132563591,0.07639533281326294,0.04315483570098877,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
10,0.0789111778140068,0.039754532277584076,0.2038400024175644,0.14756225049495697,0.0789111778140068,0.039754532277584076,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
11,0.0674014538526535,0.03840462118387222,0.19177496433258057,0.14350706338882446,0.0674014538526535,0.03840462118387222,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
12,0.06637270003557205,0.04323730990290642,0.18806026875972748,0.15667448937892914,0.06637270003557205,0.04323730990290642,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
13,0.0646444708108902,0.04046810045838356,0.18730950355529785,0.15245887637138367,0.0646444708108902,0.04046810045838356,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
14,0.06497962027788162,0.04315704479813576,0.18775296211242676,0.15907493233680725,0.06497962027788162,0.04315704479813576,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
15,0.061514172703027725,0.036084409803152084,0.18180903792381287,0.14037925004959106,0.061514172703027725,0.036084409803152084,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
16,0.055814895778894424,0.03807589411735535,0.17517708241939545,0.13856810331344604,0.055814895778894424,0.03807589411735535,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
17,0.05248524993658066,0.033740609884262085,0.16917403042316437,0.13568681478500366,0.05248524993658066,0.033740609884262085,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
18,0.0552431158721447,0.03071034513413906,0.17386892437934875,0.12832553684711456,0.0552431158721447,0.03071034513413906,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
19,0.04907121881842613,0.03540567681193352,0.16318172216415405,0.13293643295764923,0.04907121881842613,0.03540567681193352,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
20,0.0514906570315361,0.033742506057024,0.16697070002555847,0.13688631355762482,0.0514906570315361,0.033742506057024,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
21,0.0518273189663887,0.03592545539140701,0.1658654361963272,0.13384182751178741,0.0518273189663887,0.03592545539140701,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
22,0.05272997170686722,0.0320904515683651,0.16636651754379272,0.1327882707118988,0.05272997170686722,0.0320904515683651,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
23,0.04830404743552208,0.02809748612344265,0.1599753499031067,0.1177118718624115,0.04830404743552208,0.02809748612344265,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
24,0.04831062629818916,0.028235668316483498,0.15847758948802948,0.12012146413326263,0.04831062629818916,0.028235668316483498,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
25,0.045032791793346405,0.029808394610881805,0.15452885627746582,0.1252465695142746,0.045032791793346405,0.029808394610881805,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
26,0.04767270013689995,0.0341140478849411,0.1576954871416092,0.13858161866664886,0.04767270013689995,0.0341140478849411,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
27,0.04757550358772278,0.03842125087976456,0.1585429161787033,0.15365247428417206,0.04757550358772278,0.03842125087976456,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
28,0.043796736747026443,0.028972353786230087,0.1537359654903412,0.12446628510951996,0.043796736747026443,0.028972353786230087,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
29,0.047145601361989975,0.0339619405567646,0.157426118850708,0.14228995144367218,0.047145601361989975,0.0339619405567646,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
30,0.04202750325202942,0.02804751880466938,0.1502966433763504,0.1209726482629776,0.04202750325202942,0.02804751880466938,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
31,0.043293215334415436,0.04312838241457939,0.15090125799179077,0.16823047399520874,0.043293215334415436,0.04312838241457939,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
32,0.047125376760959625,0.02516196481883526,0.15753769874572754,0.10997149348258972,0.047125376760959625,0.02516196481883526,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
33,0.040148377418518066,0.02751203626394272,0.14629895985126495,0.11973675340414047,0.040148377418518066,0.02751203626394272,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
34,0.04006924480199814,0.027403993532061577,0.1465325504541397,0.12374117970466614,0.04006924480199814,0.027403993532061577,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
35,0.0400155633687973,0.02406134456396103,0.14601978659629822,0.10986951738595963,0.0400155633687973,0.02406134456396103,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
36,0.03911305591464043,0.026114460080862045,0.14492161571979523,0.12159860134124756,0.03911305591464043,0.026114461943507195,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
37,0.038883768022060394,0.028946474194526672,0.14350098371505737,0.12781551480293274,0.038883768022060394,0.028946474194526672,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
38,0.039235491305589676,0.027730893343687057,0.14371313154697418,0.1223638728260994,0.039235491305589676,0.027730893343687057,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
39,0.040000636130571365,0.03438066318631172,0.14548267424106598,0.14379216730594635,0.040000636130571365,0.03438066318631172,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
40,0.04233195260167122,0.04537220671772957,0.15156243741512299,0.1702648401260376,0.04233195260167122,0.04537220671772957,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
41,0.048439133912324905,0.03656899556517601,0.16276349127292633,0.14842408895492554,0.048439133912324905,0.03656899556517601,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
42,0.05467405542731285,0.024212559685111046,0.175710067152977,0.11204572021961212,0.05467405542731285,0.024212559685111046,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
43,0.04478810355067253,0.02312627248466015,0.15528471767902374,0.1094493567943573,0.04478810355067253,0.02312627248466015,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
44,0.03533310815691948,0.023176997900009155,0.13627003133296967,0.10583589226007462,0.03533310815691948,0.023176997900009155,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
45,0.03575364500284195,0.02432992123067379,0.13698209822177887,0.11501001566648483,0.03575364500284195,0.02432992123067379,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
46,0.038508202880620956,0.02443382889032364,0.14299376308918,0.11627542972564697,0.038508202880620956,0.02443382889032364,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
47,0.035070471465587616,0.02210843563079834,0.13528229296207428,0.10105972737073898,0.035070471465587616,0.02210843563079834,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
48,0.032187700271606445,0.021492743864655495,0.13042272627353668,0.10195299983024597,0.032187700271606445,0.021492743864655495,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
49,0.038392726331949234,0.028742250055074692,0.13916750252246857,0.119134820997715,0.038392726331949234,0.028742250055074692,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
50,0.03370428830385208,0.023364461958408356,0.1351311355829239,0.10312259942293167,0.03370428830385208,0.023364461958408356,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
51,0.03279099240899086,0.021375663578510284,0.12938545644283295,0.09898731112480164,0.03279099240899086,0.021375663578510284,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
52,0.03190818056464195,0.0212545283138752,0.12923534214496613,0.10026419907808304,0.03190818056464195,0.0212545283138752,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
53,0.03700638562440872,0.021123453974723816,0.13672880828380585,0.0985322967171669,0.03700638562440872,0.021123453974723816,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
54,0.03468077629804611,0.022255737334489822,0.13278788328170776,0.10456206649541855,0.03468077629804611,0.022255737334489822,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
55,0.034254856407642365,0.02068598009645939,0.1335744559764862,0.09742660075426102,0.034254856407642365,0.02068598009645939,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
56,0.03225882723927498,0.021073326468467712,0.1303936392068863,0.09788160026073456,0.03225882723927498,0.021073326468467712,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
57,0.035179756581783295,0.024692349135875702,0.134648397564888,0.11670123785734177,0.035179756581783295,0.024692349135875702,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
58,0.03926136717200279,0.021676400676369667,0.14326483011245728,0.10212894529104233,0.03926136717200279,0.021676400676369667,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
59,0.03566902503371239,0.020183337852358818,0.13753540813922882,0.09721542149782181,0.03566902503371239,0.020183337852358818,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
60,0.03305543586611748,0.020117465406656265,0.13165076076984406,0.094660684466362,0.03305543586611748,0.020117465406656265,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
61,0.0318041667342186,0.025997407734394073,0.12800900638103485,0.10962613672018051,0.0318041667342186,0.025997407734394073,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
62,0.029897136613726616,0.01975192129611969,0.12597446143627167,0.09469997882843018,0.029897136613726616,0.01975192129611969,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
63,0.03260685130953789,0.02000337466597557,0.12785722315311432,0.09725826233625412,0.03260685130953789,0.02000337466597557,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
64,0.035052958875894547,0.020219972357153893,0.13582123816013336,0.0957946702837944,0.035052958875894547,0.020219972357153893,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
65,0.030563825741410255,0.02080046944320202,0.12904177606105804,0.09578811377286911,0.030563825741410255,0.02080046944320202,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
66,0.03167039901018143,0.022098969668149948,0.12991194427013397,0.09792788326740265,0.03167039901018143,0.022098969668149948,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
67,0.03055785410106182,0.021137012168765068,0.12540671229362488,0.10286803543567657,0.03055785410106182,0.021137012168765068,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
68,0.03055368922650814,0.020698824897408485,0.1281225085258484,0.09804391115903854,0.03055368922650814,0.020698824897408485,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
69,0.028348995372653008,0.019306402653455734,0.12335682660341263,0.0940861627459526,0.028348995372653008,0.019306402653455734,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
70,0.035411931574344635,0.019673481583595276,0.13400399684906006,0.09659045934677124,0.035411931574344635,0.019673481583595276,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
71,0.0356297492980957,0.021843664348125458,0.13474637269973755,0.09899435192346573,0.0356297492980957,0.021843664348125458,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
72,0.03338053449988365,0.02059408649802208,0.1329728215932846,0.10270925611257553,0.03338053449988365,0.02059408649802208,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
73,0.029591389000415802,0.02168574370443821,0.12343879044055939,0.09685169905424118,0.029591389000415802,0.02168574370443821,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
74,0.028285734355449677,0.020327508449554443,0.12242211401462555,0.10135379433631897,0.028285734355449677,0.020327508449554443,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
75,0.031116953119635582,0.022133493795990944,0.12702041864395142,0.10211469978094101,0.031116953119635582,0.022133493795990944,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
76,0.028816258534789085,0.021793222054839134,0.123105488717556,0.10087636858224869,0.028816258534789085,0.021793222054839134,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
77,0.029540708288550377,0.01990923099219799,0.12568975985050201,0.10022199898958206,0.029540708288550377,0.01990923099219799,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
78,0.029006728902459145,0.02087748423218727,0.12471980601549149,0.09524331241846085,0.029006728902459145,0.02087748423218727,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
79,0.028943439945578575,0.019788753241300583,0.12251868098974228,0.09733420610427856,0.028943439945578575,0.019788753241300583,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
80,0.03050203062593937,0.019356099888682365,0.12483870983123779,0.09210027754306793,0.03050203062593937,0.019356099888682365,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
81,0.028625736013054848,0.019271792843937874,0.12478802353143692,0.0940028727054596,0.028625736013054848,0.019271792843937874,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
82,0.030071958899497986,0.02028486132621765,0.12642687559127808,0.09563513845205307,0.030071958899497986,0.02028486132621765,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
83,0.03183149918913841,0.019877048209309578,0.12978637218475342,0.09606485813856125,0.03183149918913841,0.019877048209309578,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
84,0.031724780797958374,0.021130064502358437,0.1308208405971527,0.10163566470146179,0.031724780797958374,0.021130064502358437,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
85,0.029752152040600777,0.01987997442483902,0.12422630190849304,0.09534918516874313,0.029752152040600777,0.01987997442483902,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
86,0.026968784630298615,0.018795425072312355,0.11974707990884781,0.09296613931655884,0.026968784630298615,0.018795425072312355,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
87,0.028120839968323708,0.01861961930990219,0.12146658450365067,0.09337557107210159,0.028120839968323708,0.01861961930990219,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
88,0.0275135338306427,0.01913507655262947,0.12021716684103012,0.0945698618888855,0.0275135338306427,0.01913507655262947,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
89,0.028581000864505768,0.01838093064725399,0.12214963138103485,0.09266547858715057,0.028581000864505768,0.01838093064725399,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
90,0.026412632316350937,0.01896132156252861,0.11829765886068344,0.09253780543804169,0.026412632316350937,0.01896132156252861,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
91,0.026069700717926025,0.019812753424048424,0.11780604720115662,0.09397215396165848,0.026069700717926025,0.019812753424048424,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
92,0.02985610067844391,0.019105328246951103,0.12544743716716766,0.09322988986968994,0.02985610067844391,0.019105328246951103,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
93,0.027560066431760788,0.01864311844110489,0.12223466485738754,0.09259762614965439,0.027560066431760788,0.01864311844110489,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
94,0.027247751131653786,0.024571476504206657,0.12016282230615616,0.10271400213241577,0.027247751131653786,0.024571476504206657,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
95,0.026301302015781403,0.0188576839864254,0.1182921752333641,0.09513632953166962,0.026301302015781403,0.0188576839864254,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
96,0.025934576988220215,0.018911095336079597,0.11644113808870316,0.09412073343992233,0.025934576988220215,0.018911095336079597,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
97,0.025785978883504868,0.01916244439780712,0.11629321426153183,0.09470903128385544,0.025785978883504868,0.01916244439780712,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
98,0.027440467849373817,0.02073018252849579,0.12020960450172424,0.09303253144025803,0.027440467849373817,0.02073018252849579,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
99,0.02545180357992649,0.018833322450518608,0.11730531603097916,0.0920923501253128,0.02545180357992649,0.018833322450518608,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
100,0.02578130178153515,0.018336022272706032,0.11727943271398544,0.09045872837305069,0.02578130178153515,0.018336022272706032,CNN,30,2,32,3,0.1,32,0.001,32,15,100,100,val_loss
1,0.5121592283248901,0.19728682935237885,0.5480061173439026,0.34603217244148254,0.5121592283248901,0.19728682935237885,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
2,0.20414501428604126,0.08418691903352737,0.338708758354187,0.23133721947669983,0.20414501428604126,0.08418691903352737,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
3,0.13935397565364838,0.06297800689935684,0.26987531781196594,0.19834503531455994,0.13935397565364838,0.06297800689935684,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
4,0.12090326100587845,0.055829305201768875,0.24995167553424835,0.18578431010246277,0.12090326100587845,0.055829305201768875,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
5,0.11107426881790161,0.050888191908597946,0.23909251391887665,0.17783790826797485,0.11107426881790161,0.050888191908597946,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
6,0.10186414420604706,0.04852950945496559,0.2286297082901001,0.17299489676952362,0.10186414420604706,0.04852950945496559,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
7,0.09129142016172409,0.04716773331165314,0.21733219921588898,0.1668606996536255,0.09129142016172409,0.04716773331165314,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
8,0.08765595406293869,0.049898091703653336,0.2132619470357895,0.17675748467445374,0.08765595406293869,0.049898091703653336,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
9,0.08458220958709717,0.04659620299935341,0.2155485451221466,0.16805914044380188,0.08458220958709717,0.04659620299935341,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
10,0.08471599966287613,0.04377002269029617,0.21181322634220123,0.1589365154504776,0.08471599966287613,0.04377002269029617,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
11,0.07889861613512039,0.03545534238219261,0.20464952290058136,0.14251653850078583,0.07889861613512039,0.03545534238219261,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
12,0.07224736362695694,0.037732549011707306,0.19707056879997253,0.1456732302904129,0.07224736362695694,0.037732549011707306,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
13,0.06343018263578415,0.03500267490744591,0.18370549380779266,0.13758321106433868,0.06343018263578415,0.03500267490744591,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
14,0.0641242042183876,0.032460205256938934,0.1845453679561615,0.1350766271352768,0.0641242042183876,0.032460205256938934,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
15,0.062047116458415985,0.031034909188747406,0.18168234825134277,0.12922629714012146,0.062047116458415985,0.031034909188747406,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
16,0.06130190193653107,0.031737070530653,0.17871564626693726,0.13270914554595947,0.06130190193653107,0.031737070530653,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
17,0.05823409929871559,0.03385205939412117,0.17683124542236328,0.1374998539686203,0.05823409929871559,0.03385205939412117,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
18,0.057415351271629333,0.03074904903769493,0.1755264848470688,0.12744995951652527,0.057415351271629333,0.03074904903769493,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
19,0.05279572680592537,0.029178425669670105,0.16817143559455872,0.1226276233792305,0.05279572680592537,0.029178425669670105,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
20,0.056163638830184937,0.02816092036664486,0.17308449745178223,0.12031568586826324,0.056163638830184937,0.02816092036664486,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
21,0.05618792399764061,0.030684087425470352,0.1715632528066635,0.12916719913482666,0.05618792399764061,0.030684087425470352,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
22,0.051593117415905,0.029958954080939293,0.16774782538414001,0.12872251868247986,0.051593117415905,0.029958954080939293,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
23,0.05531323328614235,0.030086006969213486,0.16921505331993103,0.12461584061384201,0.05531323328614235,0.030086006969213486,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
24,0.05253902077674866,0.028792114928364754,0.1650068610906601,0.12382251769304276,0.05253902077674866,0.028792114928364754,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
25,0.049405962228775024,0.028305761516094208,0.16161087155342102,0.12287189811468124,0.049405962228775024,0.028305761516094208,CNN,30,3,32,3,0.1,32,0.001,32,15,100,100,val_loss
