horizonte,n_datos,MAE,MSE,RMSE,R2,MAPE_pct
1,1,0.2053330309007606,0.04216165357889271,0.2053330309007606,,0.030558352659400708
5,5,1.7705235684789158,5.063978298842747,2.2503284868753597,0.7933939724822869,0.2593135440052587
10,10,4.604659977281699,31.96376958671388,5.653650996189443,0.5855589032516839,0.6646659999507502
