epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,modelo,numInputs,fold,units,dropout,learning_rate,batch_size,patience,epochs_max,epochs_usados,early_stopping_monitor
16,0.04607804864645004,0.03774634748697281,0.15977290272712708,0.1398322433233261,0.04607804864645004,0.03774634748697281,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
17,0.044167470186948776,0.03692527487874031,0.15633980929851532,0.13748915493488312,0.044167470186948776,0.03692527487874031,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
18,0.042326658964157104,0.03785271942615509,0.1536627858877182,0.13723857700824738,0.042326658964157104,0.03785271942615509,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
19,0.04014216363430023,0.03609054163098335,0.14956742525100708,0.13528917729854584,0.04014216363430023,0.03609054163098335,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
20,0.04147499427199364,0.03587416186928749,0.15103089809417725,0.13361883163452148,0.04147499427199364,0.03587416186928749,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
21,0.04127756133675575,0.035772182047367096,0.1504974216222763,0.13282987475395203,0.04127756133675575,0.035772182047367096,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
22,0.03986171633005142,0.03487133979797363,0.14863711595535278,0.1312788426876068,0.03986171633005142,0.03487133979797363,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
23,0.038803864270448685,0.03502095490694046,0.1457555592060089,0.13049475848674774,0.038803864270448685,0.03502095490694046,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
24,0.03768639266490936,0.033688608556985855,0.14417703449726105,0.12789039313793182,0.03768639266490936,0.033688608556985855,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
25,0.037692368030548096,0.03404462710022926,0.14274680614471436,0.12797148525714874,0.037692368030548096,0.03404462710022926,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
26,0.03823011741042137,0.0341547355055809,0.1442052572965622,0.1279054582118988,0.03823011741042137,0.0341547355055809,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
27,0.03612548112869263,0.033566322177648544,0.13997472822666168,0.1266658753156662,0.03612548112869263,0.033566322177648544,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
28,0.037470489740371704,0.03364299237728119,0.1429174691438675,0.12605811655521393,0.037470489740371704,0.03364299237728119,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
29,0.03685131296515465,0.03357914462685585,0.14163026213645935,0.12626264989376068,0.03685131296515465,0.03357914462685585,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
30,0.035806357860565186,0.03247902914881706,0.13997986912727356,0.1237119808793068,0.035806357860565186,0.03247902914881706,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
31,0.034180980175733566,0.03226631134748459,0.13577698171138763,0.12308026105165482,0.034180980175733566,0.03226631134748459,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
32,0.034773871302604675,0.03169754520058632,0.1384154111146927,0.12300457060337067,0.034773871302604675,0.03169754520058632,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
33,0.03294173628091812,0.03188839182257652,0.13346654176712036,0.12196992337703705,0.03294173628091812,0.03188839182257652,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
34,0.0333196222782135,0.031634535640478134,0.1339399665594101,0.12174728512763977,0.0333196222782135,0.031634535640478134,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
35,0.03379363566637039,0.031649813055992126,0.13480490446090698,0.1220519095659256,0.03379363566637039,0.031649813055992126,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
36,0.03306475281715393,0.031257372349500656,0.1335001289844513,0.12081629782915115,0.03306475281715393,0.031257372349500656,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
37,0.033248282968997955,0.030613571405410767,0.13485054671764374,0.11919163167476654,0.033248282968997955,0.030613571405410767,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
38,0.03215065971016884,0.03130662441253662,0.13051901757717133,0.12054231017827988,0.03215065971016884,0.03130662441253662,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
39,0.0330485999584198,0.0306274201720953,0.13297447562217712,0.11889705061912537,0.0330485999584198,0.0306274201720953,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
40,0.033363766968250275,0.030154358595609665,0.13339918851852417,0.11827065050601959,0.033363766968250275,0.030154358595609665,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
41,0.032113414257764816,0.030139349400997162,0.13148534297943115,0.11813214421272278,0.032113414257764816,0.030139349400997162,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
42,0.03178652748465538,0.030113812536001205,0.12993094325065613,0.11803369224071503,0.03178652748465538,0.030113812536001205,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
43,0.03099551610648632,0.030499303713440895,0.1292410045862198,0.11806056648492813,0.03099551610648632,0.030499303713440895,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
44,0.031052615493535995,0.030627790838479996,0.128037691116333,0.11920038610696793,0.031052615493535995,0.030627790838479996,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
45,0.03203563764691353,0.030761843547225,0.1308182328939438,0.11892282962799072,0.03203563764691353,0.030761843547225,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
46,0.03181566670536995,0.031124912202358246,0.12979412078857422,0.11939182132482529,0.03181566670536995,0.031124912202358246,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
47,0.03128715232014656,0.029819592833518982,0.12954455614089966,0.11708436906337738,0.03128715232014656,0.029819592833518982,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
48,0.029157178476452827,0.029452743008732796,0.124405637383461,0.11644960939884186,0.029157178476452827,0.029452743008732796,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
49,0.030452964827418327,0.030598942190408707,0.1270245611667633,0.11779598891735077,0.030452964827418327,0.030598942190408707,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
50,0.03031744621694088,0.03081711009144783,0.1272016316652298,0.11900302022695541,0.03031744621694088,0.03081711009144783,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
51,0.030311796814203262,0.029813110828399658,0.1266964077949524,0.11736252903938293,0.030311796814203262,0.029813110828399658,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
52,0.03083961084485054,0.029605256393551826,0.12766490876674652,0.11775194108486176,0.03083961084485054,0.029605256393551826,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
53,0.031009111553430557,0.031047264114022255,0.12815485894680023,0.12153170257806778,0.031009111553430557,0.031047264114022255,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
54,0.02936597913503647,0.029436537995934486,0.12537993490695953,0.11731649190187454,0.02936597913503647,0.029436537995934486,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
55,0.029765797778964043,0.0285947285592556,0.1260489821434021,0.11432216316461563,0.029765797778964043,0.0285947285592556,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
56,0.028845051303505898,0.03084341064095497,0.12319684028625488,0.11996787786483765,0.028845051303505898,0.03084341064095497,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
57,0.02936748042702675,0.03021566942334175,0.1245257630944252,0.11724883317947388,0.02936748042702675,0.03021566942334175,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
58,0.028063064441084862,0.029816430062055588,0.12301957607269287,0.11585280299186707,0.028063064441084862,0.029816430062055588,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
59,0.028270158916711807,0.029337136074900627,0.12155159562826157,0.11505956947803497,0.028270158916711807,0.029337136074900627,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
60,0.029574735090136528,0.028820395469665527,0.1242021918296814,0.11414290964603424,0.029574735090136528,0.028820395469665527,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
61,0.02909461036324501,0.02922486513853073,0.12310376763343811,0.11548011749982834,0.02909461036324501,0.02922486513853073,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
62,0.028392363339662552,0.028435224667191505,0.12312310189008713,0.11392728239297867,0.028392363339662552,0.028435224667191505,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
63,0.028545992448925972,0.02943732775747776,0.12406693398952484,0.11578873544931412,0.028545992448925972,0.02943732775747776,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
64,0.029467325657606125,0.028811156749725342,0.12400160729885101,0.11453408002853394,0.029467325657606125,0.028811156749725342,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
65,0.028918765485286713,0.02957475744187832,0.12306481599807739,0.11629952490329742,0.028918765485286713,0.02957475744187832,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
66,0.028713831678032875,0.02906135283410549,0.12268079817295074,0.11348514258861542,0.028713831678032875,0.02906135283410549,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
67,0.02867841348052025,0.030274057760834694,0.1228141263127327,0.11666709929704666,0.02867841348052025,0.030274057760834694,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
68,0.02732394076883793,0.030344389379024506,0.12016526609659195,0.11615690588951111,0.02732394076883793,0.030344389379024506,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
69,0.0272845309227705,0.028982166200876236,0.11973190307617188,0.11280903965234756,0.0272845309227705,0.028982166200876236,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
70,0.027341416105628014,0.030070321634411812,0.11909567564725876,0.11415611207485199,0.027341416105628014,0.030070321634411812,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
71,0.027607697993516922,0.030971983447670937,0.12177740782499313,0.11593987047672272,0.027607697993516922,0.030971983447670937,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
72,0.027870800346136093,0.030960850417613983,0.12038616091012955,0.12107830494642258,0.027870800346136093,0.030960850417613983,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
73,0.0272141732275486,0.029528243467211723,0.11980394273996353,0.11507650464773178,0.0272141732275486,0.029528243467211723,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
74,0.027835745364427567,0.030478620901703835,0.12122366577386856,0.11767728626728058,0.027835745364427567,0.030478620901703835,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
75,0.02667461521923542,0.028570296242833138,0.11919423192739487,0.11169956624507904,0.02667461521923542,0.028570296242833138,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
76,0.026554061099886894,0.02973129414021969,0.11874601989984512,0.11599750071763992,0.026554061099886894,0.02973129414021969,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
77,0.02608414739370346,0.02923600748181343,0.11805303394794464,0.11292573809623718,0.02608414739370346,0.02923600748181343,LSTM,30,3,32,0.1,0.001,32,15,100,77,val_loss
1,0.6497436165809631,0.33708518743515015,0.6424673199653625,0.4557994604110718,0.6497436165809631,0.33708518743515015,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
2,0.2223133146762848,0.15386635065078735,0.3605985939502716,0.30660873651504517,0.2223133146762848,0.15386635065078735,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
3,0.11409395188093185,0.08833534270524979,0.2560579478740692,0.2281750738620758,0.11409395188093185,0.08833534270524979,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
4,0.08977761119604111,0.07037324458360672,0.22866955399513245,0.2005646973848343,0.08977761119604111,0.07037324458360672,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
5,0.07603070139884949,0.06191518157720566,0.2107742726802826,0.1861981302499771,0.07603070139884949,0.06191518157720566,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
6,0.07134679704904556,0.0550525076687336,0.20298615097999573,0.1741943508386612,0.07134679704904556,0.0550525076687336,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
7,0.06533075869083405,0.05158329755067825,0.19333317875862122,0.16791732609272003,0.06533075869083405,0.05158329755067825,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
8,0.06233876198530197,0.0491071380674839,0.1884247362613678,0.16340939700603485,0.06233876198530197,0.0491071380674839,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
9,0.06023039296269417,0.046981532126665115,0.18570064008235931,0.15928520262241364,0.06023039296269417,0.046981532126665115,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
10,0.056970518082380295,0.04643872752785683,0.17905889451503754,0.15834468603134155,0.056970518082380295,0.04643872752785683,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
11,0.05636460334062576,0.04449445754289627,0.17829562723636627,0.15443085134029388,0.05636460334062576,0.04449445754289627,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
12,0.05448538064956665,0.043150827288627625,0.17428076267242432,0.15175148844718933,0.05448538064956665,0.043150827288627625,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
13,0.05546823516488075,0.042295705527067184,0.17513512074947357,0.1504911184310913,0.05546823516488075,0.042295705527067184,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
14,0.05299558490514755,0.04194728285074234,0.1733129918575287,0.149263396859169,0.05299558490514755,0.04194728285074234,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
15,0.05286745727062225,0.04223569110035896,0.1724577397108078,0.14993947744369507,0.05286745727062225,0.04223569110035896,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
16,0.052729252725839615,0.041279904544353485,0.17133118212223053,0.1472555249929428,0.052729252725839615,0.041279904544353485,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
17,0.05076068639755249,0.04040861129760742,0.1679273545742035,0.14495517313480377,0.05076068639755249,0.04040861129760742,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
18,0.051548369228839874,0.04001694172620773,0.16937068104743958,0.14454323053359985,0.051548369228839874,0.04001694172620773,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
19,0.049770236015319824,0.04066142812371254,0.16697709262371063,0.14542579650878906,0.049770236015319824,0.04066142812371254,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
20,0.047625571489334106,0.03889481723308563,0.16390514373779297,0.14047867059707642,0.047625571489334106,0.03889481723308563,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
21,0.04836799204349518,0.04020591452717781,0.16558431088924408,0.14421987533569336,0.04836799204349518,0.04020591452717781,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
22,0.048697639256715775,0.03891357406973839,0.16424301266670227,0.1413373053073883,0.048697639256715775,0.03891357406973839,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
23,0.04692238196730614,0.03874291107058525,0.16213397681713104,0.14060044288635254,0.04692238196730614,0.03874291107058525,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
24,0.046428292989730835,0.03849008306860924,0.16102835536003113,0.14000000059604645,0.046428292989730835,0.03849008306860924,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
25,0.04420355334877968,0.0377197265625,0.15700645744800568,0.13914091885089874,0.04420355334877968,0.0377197265625,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
26,0.044675711542367935,0.03668217733502388,0.1576630175113678,0.1352832168340683,0.044675711542367935,0.03668217733502388,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
27,0.046454478055238724,0.03710758686065674,0.15911640226840973,0.13751797378063202,0.046454478055238724,0.03710758686065674,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
28,0.043929051607847214,0.03758442401885986,0.15556064248085022,0.13631020486354828,0.043929051607847214,0.03758442401885986,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
29,0.044042643159627914,0.03767675161361694,0.15619158744812012,0.13828516006469727,0.044042643159627914,0.03767675161361694,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
30,0.042550865560770035,0.035678114742040634,0.15286456048488617,0.13329535722732544,0.042550865560770035,0.035678114742040634,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
31,0.041864532977342606,0.0358552411198616,0.15121284127235413,0.13230624794960022,0.041864532977342606,0.0358552411198616,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
32,0.042632460594177246,0.03664055094122887,0.1527654379606247,0.13391903042793274,0.042632460594177246,0.03664055094122887,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
33,0.04339935630559921,0.03704437240958214,0.15373264253139496,0.13477100431919098,0.04339935630559921,0.03704437240958214,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
34,0.04093224182724953,0.0355135053396225,0.14844104647636414,0.13150736689567566,0.04093224182724953,0.0355135053396225,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
35,0.039936672896146774,0.03584539517760277,0.1493215560913086,0.13146492838859558,0.039936672896146774,0.03584539517760277,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
36,0.041088368743658066,0.03648028150200844,0.14962509274482727,0.1333208680152893,0.041088368743658066,0.03648028150200844,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
37,0.04105769470334053,0.03447490930557251,0.14914168417453766,0.12889841198921204,0.04105769470334053,0.03447490930557251,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
38,0.03854134678840637,0.03562268987298012,0.14407770335674286,0.1303432434797287,0.03854134678840637,0.03562268987298012,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
39,0.03778374567627907,0.03578326478600502,0.14378179609775543,0.13157802820205688,0.03778374567627907,0.03578326478600502,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
40,0.038875773549079895,0.03608641400933266,0.14454342424869537,0.1327824592590332,0.038875773549079895,0.03608641400933266,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
41,0.039046745747327805,0.034178610891103745,0.14533187448978424,0.12809035181999207,0.039046745747327805,0.034178610891103745,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
42,0.039160411804914474,0.035801660269498825,0.14468339085578918,0.13134409487247467,0.039160411804914474,0.035801660269498825,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
43,0.03904587775468826,0.03397556021809578,0.14534594118595123,0.127751886844635,0.03904587775468826,0.03397556021809578,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
44,0.03791587054729462,0.03418128564953804,0.14358259737491608,0.12730923295021057,0.03791587054729462,0.03418128564953804,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
45,0.03783196583390236,0.03510185703635216,0.1411847323179245,0.12878727912902832,0.03783196583390236,0.03510185703635216,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
46,0.03727240487933159,0.03473460674285889,0.14080843329429626,0.1280115693807602,0.03727240487933159,0.03473460674285889,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
47,0.037090156227350235,0.0354851670563221,0.1408017873764038,0.13038340210914612,0.037090156227350235,0.0354851670563221,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
48,0.03661409765481949,0.03390320762991905,0.14001038670539856,0.1258203685283661,0.03661409765481949,0.03390320762991905,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
49,0.0348518043756485,0.03615179657936096,0.13628937304019928,0.1308566927909851,0.0348518043756485,0.03615179657936096,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
50,0.03648309037089348,0.03454877436161041,0.1391068696975708,0.126196026802063,0.03648309037089348,0.03454877436161041,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
51,0.03517645224928856,0.032416049391031265,0.13732606172561646,0.12303198128938675,0.03517645224928856,0.032416049391031265,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
52,0.03580806031823158,0.03330498933792114,0.13732460141181946,0.12379373610019684,0.03580806031823158,0.03330498933792114,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
53,0.034016210585832596,0.033896833658218384,0.1343546360731125,0.12556028366088867,0.034016210585832596,0.033896833658218384,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
54,0.03555794432759285,0.0351870022714138,0.1367417573928833,0.1274838149547577,0.03555794432759285,0.0351870022714138,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
55,0.0336502306163311,0.033957310020923615,0.13348746299743652,0.12483463436365128,0.0336502306163311,0.033957310020923615,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
56,0.03358766436576843,0.0336032472550869,0.1340566873550415,0.12395449727773666,0.03358766436576843,0.0336032472550869,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
57,0.0338171124458313,0.03389739245176315,0.1343703418970108,0.12400165945291519,0.0338171124458313,0.03389739245176315,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
58,0.033971935510635376,0.032030291855335236,0.1334477812051773,0.12146493792533875,0.033971935510635376,0.032030291855335236,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
59,0.03237341344356537,0.03310156613588333,0.13121531903743744,0.12231774628162384,0.03237341344356537,0.03310156613588333,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
60,0.03452049195766449,0.033692605793476105,0.13497386872768402,0.12289214134216309,0.03452049195766449,0.033692605793476105,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
61,0.03356543928384781,0.03224589675664902,0.132639080286026,0.12180260568857193,0.03356543928384781,0.03224589675664902,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
62,0.0326898992061615,0.031810179352760315,0.13126879930496216,0.11950584501028061,0.0326898992061615,0.031810179352760315,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
63,0.03414056822657585,0.032994888722896576,0.13367271423339844,0.12204773724079132,0.03414056822657585,0.032994888722896576,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
64,0.03335707262158394,0.031815625727176666,0.1312207579612732,0.12072223424911499,0.03335707262158394,0.031815625727176666,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
65,0.031780488789081573,0.03236185759305954,0.12905731797218323,0.120253786444664,0.031780488789081573,0.03236185759305954,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
66,0.03173181414604187,0.03257880359888077,0.12885896861553192,0.12212368845939636,0.03173181414604187,0.03257880359888077,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
67,0.03300539776682854,0.031545694917440414,0.1312282681465149,0.11775514483451843,0.03300539776682854,0.031545694917440414,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
68,0.03132786229252815,0.034836266189813614,0.12851960957050323,0.1248726025223732,0.03132786229252815,0.034836266189813614,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
69,0.03317223861813545,0.03134077042341232,0.13185012340545654,0.11784348636865616,0.03317223861813545,0.03134077042341232,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
70,0.03054095059633255,0.03305399790406227,0.1256648749113083,0.12024884670972824,0.03054095059633255,0.03305399790406227,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
71,0.030674027279019356,0.033602274954319,0.12682528793811798,0.12149686366319656,0.030674027279019356,0.033602274954319,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
72,0.031840331852436066,0.0318061001598835,0.12821635603904724,0.11958387494087219,0.031840331852436066,0.0318061001598835,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
73,0.03204149380326271,0.03239162638783455,0.1293770968914032,0.11827411502599716,0.03204149380326271,0.03239162638783455,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
74,0.0315689817070961,0.03209330886602402,0.12845578789710999,0.11920375376939774,0.0315689817070961,0.03209330886602402,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
75,0.030431056395173073,0.0314122773706913,0.12715715169906616,0.11754660308361053,0.030431056395173073,0.0314122773706913,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
76,0.03053433448076248,0.03340110182762146,0.12660808861255646,0.12049425393342972,0.03053433448076248,0.03340110182762146,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
77,0.030342023819684982,0.031419627368450165,0.12535126507282257,0.11760649085044861,0.030342023819684982,0.031419627368450165,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
78,0.030549941584467888,0.03186282888054848,0.12523020803928375,0.11780762672424316,0.030549941584467888,0.03186282888054848,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
79,0.030260836705565453,0.03111482411623001,0.12469756603240967,0.11637084186077118,0.030260836705565453,0.03111482411623001,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
80,0.03146997466683388,0.03043990209698677,0.1270642876625061,0.1124904677271843,0.03146997466683388,0.03043990209698677,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
81,0.031040312722325325,0.03251883015036583,0.12545187771320343,0.11739500612020493,0.031040312722325325,0.03251883015036583,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
82,0.03019658662378788,0.031259406358003616,0.12454073131084442,0.11492661386728287,0.03019658662378788,0.031259406358003616,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
83,0.028768926858901978,0.03103206306695938,0.12239525467157364,0.11369489878416061,0.028768926858901978,0.03103206306695938,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
84,0.03039264678955078,0.031318120658397675,0.12440967559814453,0.11528457701206207,0.03039264678955078,0.031318120658397675,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
85,0.028854956850409508,0.032848261296749115,0.12126170098781586,0.11551488935947418,0.028854956850409508,0.032848261296749115,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
86,0.029107019305229187,0.032323870807886124,0.12233676761388779,0.116823211312294,0.029107019305229187,0.032323870807886124,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
87,0.029196156188845634,0.03154276683926582,0.12184595316648483,0.11523725092411041,0.029196156188845634,0.03154276683926582,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
88,0.029950423166155815,0.030905211344361305,0.12349055707454681,0.11293477565050125,0.029950423166155815,0.030905211344361305,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
89,0.028967369347810745,0.03259700909256935,0.12240324169397354,0.11821511387825012,0.028967369347810745,0.03259700909256935,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
90,0.029039917513728142,0.031239887699484825,0.12181774526834488,0.1123315840959549,0.029039917513728142,0.031239887699484825,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
91,0.0287838876247406,0.03192172572016716,0.12127338349819183,0.11363445967435837,0.0287838876247406,0.03192172572016716,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
92,0.029463613405823708,0.03240302950143814,0.12170280516147614,0.11537329852581024,0.029463613405823708,0.03240302950143814,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
93,0.029466642066836357,0.03253718093037605,0.12262214720249176,0.11650607734918594,0.029466642066836357,0.03253718093037605,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
94,0.028784001246094704,0.03226521983742714,0.12031427025794983,0.11568568646907806,0.028784001246094704,0.03226521983742714,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
95,0.02925811894237995,0.033468861132860184,0.12259580940008163,0.11808542907238007,0.02925811894237995,0.033468861132860184,LSTM,30,4,32,0.1,0.001,32,15,100,95,val_loss
1,0.8342902660369873,0.6608439683914185,0.7389435172080994,0.6647881269454956,0.8342902660369873,0.6608439683914185,LSTM,60,0,32,0.1,0.001,32,15,100,100,val_loss
