horizonte,n_datos,MAE,MSE,RMSE,R2,MAPE_pct
1,1,0.2843502362416075,0.08085505685065798,0.2843502362416075,,0.04231795907232555
5,5,2.8745317129832073,12.01830467485625,3.4667426606046563,0.5096633437514821,0.42125583744981165
10,10,6.675258581530909,63.870803341150165,7.991921129562664,0.17185344128168345,0.9641432042796103
