epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,modelo,numInputs,fold,epochs_usados,early_stopping_monitor,wavelet,dwt_level,low_filters,low_lstm_units,low_dropout,high_filters_1,high_filters_2,high_dilation_rates,high_dropout,dense_units,learning_rate,epochs_max,batch_size,patience
6,0.09152168035507202,0.04365932196378708,0.22610674798488617,0.1579432487487793,0.09152168035507202,0.04365932196378708,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
7,0.0635569840669632,0.04162373021245003,0.19545100629329681,0.1535378396511078,0.0635569840669632,0.04162373021245003,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
8,0.045408979058265686,0.046044688671827316,0.16527022421360016,0.15268050134181976,0.045408979058265686,0.046044688671827316,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
9,0.05076998472213745,0.05319241061806679,0.1690288484096527,0.16872504353523254,0.05076998472213745,0.05319241061806679,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
10,0.053118906915187836,0.061482690274715424,0.1744818240404129,0.17879395186901093,0.053118906915187836,0.061482690274715424,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
11,0.04948715493083,0.05987611040472984,0.16948072612285614,0.18716879189014435,0.04948715493083,0.05987611040472984,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
12,0.04438783973455429,0.0440058708190918,0.15794162452220917,0.16000805795192719,0.04438783973455429,0.0440058708190918,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
13,0.03654040768742561,0.06473962962627411,0.1457526832818985,0.20068569481372833,0.03654040768742561,0.06473962962627411,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
14,0.038149721920490265,0.06609542667865753,0.14816433191299438,0.1895279884338379,0.038149721920490265,0.06609542667865753,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
15,0.03399858623743057,0.05758515000343323,0.14340147376060486,0.1631060689687729,0.03399858623743057,0.05758515000343323,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
16,0.044210854917764664,0.0636872723698616,0.1620214581489563,0.18974320590496063,0.044210854917764664,0.0636872723698616,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
17,0.04169504716992378,0.06800200790166855,0.15719999372959137,0.2091740220785141,0.04169504716992378,0.06800200790166855,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
18,0.03623839467763901,0.04899273067712784,0.14380931854248047,0.1760338693857193,0.03623839467763901,0.04899273067712784,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
19,0.03780986741185188,0.03354775533080101,0.14532513916492462,0.13796992599964142,0.03780986741185188,0.03354775533080101,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
20,0.0321456603705883,0.036260467022657394,0.13456694781780243,0.13987039029598236,0.0321456603705883,0.036260467022657394,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
21,0.03446723893284798,0.04657084494829178,0.1377919614315033,0.1550513505935669,0.03446723893284798,0.04657084494829178,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
22,0.03653545677661896,0.05259881168603897,0.14384134113788605,0.18533514440059662,0.03653545677661896,0.05259881168603897,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
23,0.03113834746181965,0.05246175080537796,0.13272522389888763,0.18434593081474304,0.03113834746181965,0.05246175080537796,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
24,0.02661880850791931,0.05132612958550453,0.12289392203092575,0.18231983482837677,0.02661880850791931,0.05132612958550453,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
25,0.025172457098960876,0.04095054417848587,0.12176436930894852,0.1503496617078781,0.025172457098960876,0.04095054417848587,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
26,0.026562737300992012,0.05674971267580986,0.12571819126605988,0.1610119640827179,0.026562737300992012,0.05674971267580986,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
27,0.03089563548564911,0.06976942718029022,0.13446837663650513,0.180131196975708,0.03089563548564911,0.06976942718029022,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
28,0.027852606028318405,0.08145888894796371,0.12873797118663788,0.19674594700336456,0.027852606028318405,0.08145888894796371,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
29,0.034252338111400604,0.10566915571689606,0.13717888295650482,0.22317269444465637,0.034252338111400604,0.10566915571689606,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
30,0.049383170902729034,0.08828157931566238,0.1664433777332306,0.20505429804325104,0.049383170902729034,0.08828157931566238,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
31,0.04317624866962433,0.04124080389738083,0.15703682601451874,0.14232157170772552,0.04317624866962433,0.04124080389738083,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
32,0.0321306511759758,0.09952080994844437,0.1367993950843811,0.24265050888061523,0.0321306511759758,0.09952080994844437,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
33,0.05815033242106438,0.07015224546194077,0.17568278312683105,0.21556541323661804,0.05815033242106438,0.07015224546194077,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
34,0.056758612394332886,0.10672611743211746,0.1779225915670395,0.2615841031074524,0.056758612394332886,0.10672611743211746,DWT_CLSTM_DCCNN,80,3,34,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
1,0.51513671875,0.2127043753862381,0.5536035299301147,0.34789952635765076,0.51513671875,0.2127043753862381,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
2,0.19100311398506165,0.12562178075313568,0.3346285820007324,0.2727912366390228,0.19100311398506165,0.12562178075313568,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
3,0.12859682738780975,0.09995640069246292,0.27557483315467834,0.24168868362903595,0.12859682738780975,0.09995640069246292,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
4,0.10075630247592926,0.07499076426029205,0.24387706816196442,0.20904429256916046,0.10075630247592926,0.07499076426029205,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
5,0.08732481300830841,0.07609812170267105,0.2289738953113556,0.2096325159072876,0.08732481300830841,0.07609812170267105,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
6,0.07473540306091309,0.059737686067819595,0.20573081076145172,0.18213848769664764,0.07473540306091309,0.059737686067819595,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
7,0.05700994282960892,0.05508299544453621,0.1792820245027542,0.1756616234779358,0.05700994282960892,0.05508299544453621,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
8,0.05618920177221298,0.04966673254966736,0.17704303562641144,0.16757884621620178,0.05618920177221298,0.04966673254966736,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
9,0.049883823841810226,0.04703114926815033,0.1676880568265915,0.15343420207500458,0.049883823841810226,0.04703114926815033,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
10,0.043736957013607025,0.04579692706465721,0.15543653070926666,0.15162861347198486,0.043736957013607025,0.04579692706465721,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
11,0.04432602971792221,0.045509692281484604,0.15734216570854187,0.14591921865940094,0.04432602971792221,0.045509692281484604,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
12,0.04168744012713432,0.04127215966582298,0.1521071046590805,0.1421775370836258,0.04168744012713432,0.04127215966582298,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
13,0.0422477200627327,0.03818432614207268,0.15371163189411163,0.13606339693069458,0.0422477200627327,0.03818432614207268,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
14,0.04188020899891853,0.052924104034900665,0.1526665985584259,0.1758306324481964,0.04188020899891853,0.052924104034900665,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
15,0.0411602184176445,0.049213510006666183,0.15216423571109772,0.1609717160463333,0.0411602184176445,0.049213510006666183,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
16,0.03926527500152588,0.06996610015630722,0.1458721160888672,0.2050328105688095,0.03926527500152588,0.06996610015630722,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
17,0.0450972244143486,0.06222100555896759,0.15775159001350403,0.1708584576845169,0.0450972244143486,0.06222100555896759,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
18,0.03524036332964897,0.05378592759370804,0.14090006053447723,0.15663976967334747,0.03524036332964897,0.05378592759370804,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
19,0.03667524456977844,0.061055950820446014,0.1375521868467331,0.17295651137828827,0.03667524456977844,0.061055950820446014,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
20,0.0503150150179863,0.0477684885263443,0.17098961770534515,0.13945403695106506,0.0503150150179863,0.0477684885263443,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
21,0.05041559413075447,0.05722624063491821,0.16514478623867035,0.17116814851760864,0.05041559413075447,0.05722624063491821,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
22,0.0509258434176445,0.06933287531137466,0.16948850452899933,0.20515723526477814,0.0509258434176445,0.06933287531137466,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
23,0.06445057690143585,0.04760519787669182,0.186972975730896,0.16703753173351288,0.06445057690143585,0.04760519787669182,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
24,0.05733232945203781,0.06308025121688843,0.1775258332490921,0.18638865649700165,0.05733232945203781,0.06308025121688843,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
25,0.04336941987276077,0.06315907835960388,0.15469123423099518,0.18238452076911926,0.04336941987276077,0.06315907835960388,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
26,0.033969003707170486,0.04398065805435181,0.13299761712551117,0.13119743764400482,0.033969003707170486,0.04398065805435181,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
27,0.035119663923978806,0.05132811889052391,0.13892687857151031,0.16403234004974365,0.035119663923978806,0.05132811889052391,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
28,0.04092760756611824,0.03690280765295029,0.14975234866142273,0.13363713026046753,0.04092760756611824,0.03690280765295029,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
29,0.033309221267700195,0.042338307946920395,0.13481441140174866,0.14186997711658478,0.033309221267700195,0.042338307946920395,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
30,0.02736411988735199,0.050171222537755966,0.12188047170639038,0.1504148244857788,0.02736411988735199,0.050171222537755966,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
31,0.028749657794833183,0.04521249234676361,0.1236921176314354,0.14250950515270233,0.028749657794833183,0.04521249234676361,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
32,0.031221585348248482,0.04594501107931137,0.12983360886573792,0.14434084296226501,0.031221585348248482,0.04594501107931137,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
33,0.023905400186777115,0.0408293679356575,0.11369650065898895,0.13528208434581757,0.023905400186777115,0.0408293679356575,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
34,0.028392231091856956,0.043068401515483856,0.12457150220870972,0.13309992849826813,0.028392231091856956,0.043068401515483856,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
35,0.021515747532248497,0.045321159064769745,0.10891998559236526,0.1346464306116104,0.021515747532248497,0.04532116651535034,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
36,0.02173566445708275,0.04893358796834946,0.10935287922620773,0.14396561682224274,0.02173566445708275,0.04893358796834946,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
37,0.02240823395550251,0.04588639736175537,0.10968916118144989,0.12934395670890808,0.02240823395550251,0.04588639736175537,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
38,0.022405585274100304,0.04862440004944801,0.10953998565673828,0.14721892774105072,0.022405585274100304,0.04862440004944801,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
39,0.025060134008526802,0.04193392023444176,0.11529149115085602,0.1341615617275238,0.025060134008526802,0.04193392023444176,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
40,0.023813528940081596,0.047422945499420166,0.11429297924041748,0.15313151478767395,0.023813528940081596,0.047422945499420166,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
41,0.0197842326015234,0.05398494005203247,0.10375335067510605,0.15263999998569489,0.0197842326015234,0.05398494005203247,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
42,0.018024099990725517,0.047660280019044876,0.09952373057603836,0.14130882918834686,0.018024099990725517,0.047660280019044876,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
43,0.020807666704058647,0.05050509795546532,0.10424964129924774,0.14260530471801758,0.020807666704058647,0.05050509795546532,DWT_CLSTM_DCCNN,80,4,43,val_loss,db1,3,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
1,0.48248058557510376,0.13931645452976227,0.5545549988746643,0.29057684540748596,0.48248058557510376,0.13931645452976227,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
2,0.16032324731349945,0.11858075112104416,0.3149721920490265,0.24964208900928497,0.16032324731349945,0.11858075112104416,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
3,0.1242954283952713,0.1749202162027359,0.276214599609375,0.30210065841674805,0.1242954283952713,0.1749202162027359,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
4,0.1405833214521408,0.15042054653167725,0.291824072599411,0.2956663966178894,0.1405833214521408,0.15042054653167725,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
5,0.13464154303073883,0.12914921343326569,0.2824269235134125,0.28874510526657104,0.13464154303073883,0.12914921343326569,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
6,0.117701955139637,0.05232778564095497,0.26066654920578003,0.17256344854831696,0.117701955139637,0.05232778564095497,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
7,0.07850256562232971,0.0575563870370388,0.21614229679107666,0.17805610597133636,0.07850256562232971,0.0575563870370388,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
8,0.0622611865401268,0.04647773131728172,0.18834753334522247,0.15953852236270905,0.0622611865401268,0.04647773131728172,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
9,0.04481179267168045,0.043507467955350876,0.16139033436775208,0.16241411864757538,0.04481179267168045,0.043507467955350876,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
10,0.042015884071588516,0.043017175048589706,0.15795202553272247,0.1604127585887909,0.042015884071588516,0.043017175048589706,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
11,0.038536522537469864,0.043747782707214355,0.14894983172416687,0.14803341031074524,0.038536522537469864,0.043747782707214355,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
12,0.037504758685827255,0.05919358879327774,0.1439017355442047,0.16535118222236633,0.037504758685827255,0.05919358879327774,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
13,0.043956954032182693,0.057357825338840485,0.1572113037109375,0.16734418272972107,0.043956954032182693,0.057357825338840485,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
14,0.04434933885931969,0.039647966623306274,0.15705910325050354,0.1497878134250641,0.04434933885931969,0.039647966623306274,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
15,0.04613802954554558,0.0820167139172554,0.16370797157287598,0.22702845931053162,0.04613802954554558,0.0820167139172554,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
16,0.05836694315075874,0.06370074301958084,0.1723194122314453,0.19247400760650635,0.05836694315075874,0.06370074301958084,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
17,0.042108021676540375,0.043942295014858246,0.15521065890789032,0.15555301308631897,0.042108021676540375,0.043942295014858246,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
18,0.03513839468359947,0.061497122049331665,0.14330045878887177,0.17078229784965515,0.03513839468359947,0.061497122049331665,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
19,0.035855211317539215,0.05763097479939461,0.14087019860744476,0.1611846536397934,0.035855211317539215,0.05763097479939461,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
20,0.0368117019534111,0.04129178076982498,0.14034774899482727,0.1416630744934082,0.0368117019534111,0.04129178076982498,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
21,0.03152541071176529,0.04684614762663841,0.13669565320014954,0.15580083429813385,0.03152541071176529,0.04684614762663841,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
22,0.027116410434246063,0.04174570366740227,0.12638545036315918,0.1418466567993164,0.027116410434246063,0.04174570366740227,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
23,0.029063167050480843,0.04276960715651512,0.12608811259269714,0.14181365072727203,0.029063167050480843,0.04276960715651512,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
24,0.021404113620519638,0.0534447617828846,0.11265817284584045,0.17037419974803925,0.021404113620519638,0.0534447617828846,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
25,0.02265840582549572,0.04760950803756714,0.1151130199432373,0.16284523904323578,0.02265840582549572,0.04760950803756714,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
26,0.02147502824664116,0.048896342515945435,0.10922007262706757,0.1654200553894043,0.02147502824664116,0.048896342515945435,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
27,0.025419149547815323,0.07535987347364426,0.12178260087966919,0.21642573177814484,0.025419149547815323,0.07535987347364426,DWT_CLSTM_DCCNN,80,0,29,val_loss,db1,4,"[64, 128, 256]",128,0.5,128,192,"[1, 2, 4, 8]",0.5,64,0.001,100,32,15
