horizonte,n_datos,MAE,MSE,RMSE,R2,MAPE_pct
1,1,0.1231791242099689,0.015173096641134948,0.1231791242099689,,0.018331931795735303
5,5,2.2858023677079244,8.42293899922856,2.902230004535919,0.6563512195436693,0.3347343741572757
10,10,6.03044250445123,55.00252804248011,7.416368925726397,0.28683918259345087,0.8704020728194398
