criterio,criterio_bds_usado,numInputs,ventana,numOutputs,numJumps,alpha,MAE_val_h10_mean,MAE_val_h10_std,MSE_val_h10_mean,MSE_val_h10_std,BDS_pvalue_mean,BDS_pvalue_min,BDS_folds_pass,BDS_all_folds_pass,BDS_any_fold_pass
MAE_h10,BDS_all_folds_pass,60,60 días,10,1,0.1,15.867845044643037,0.7566540868104983,657.5262376242438,33.71501969050059,0.099375033752355,0.08870870969499797,5,True,True
MSE_h10,BDS_all_folds_pass,60,60 días,10,1,0.1,15.867845044643037,0.7566540868104983,657.5262376242438,33.71501969050059,0.099375033752355,0.08870870969499797,5,True,True
