Estación,Fecha,Valor real,Valor predicho
Calamar,1975-07-03,568.0,546.7739520010031
Calamar,1975-07-07,589.0,516.9093204106098
Calamar,1975-07-16,626.0,483.4088804769872
Calamar,1975-07-24,648.0,578.40799132181
Calamar,1975-07-27,655.0,584.9021908530785
Calamar,1975-08-01,652.0,651.6479228534121
Calamar,1975-08-08,645.0,669.9495471921641
Calamar,1975-08-09,645.0,648.8147393608174
Calamar,1975-08-22,640.0,602.5744907933394
Calamar,1975-08-23,640.0,646.5405836530197
Calamar,1975-08-24,645.0,633.2002106401007
Calamar,1975-08-31,668.0,613.3433331632633
Calamar,1975-09-01,671.0,627.4917362360748
Calamar,1975-09-10,698.0,688.5189177847947
Calamar,1975-09-16,717.0,701.6982746776243
Calamar,1975-09-25,739.0,692.0584618917314
Calamar,1975-09-26,743.0,695.3030859129137
Calamar,1975-09-27,746.0,702.1958389423452
Calamar,1975-09-30,751.0,724.8123774696845
Calamar,1975-10-02,755.0,735.6972240211085
Calamar,1975-10-09,773.0,738.3161363264793
Calamar,1975-10-10,776.0,748.4504893508499
Calamar,1975-10-20,805.0,738.1202882883667
Calamar,1975-10-26,816.0,790.2545932236061
Calamar,1975-11-03,832.0,796.4976600034279
Calamar,1975-11-05,836.0,804.528768176119
Calamar,1975-11-08,840.0,827.4305435649575
Calamar,1975-11-09,842.0,841.1046685060378
Calamar,1975-11-11,847.0,837.6249693330111
Calamar,1975-11-16,861.0,649.6902631952541
Calamar,1975-11-20,870.0,657.6905828194022
Calamar,1975-11-30,885.0,694.1725687418252
Calamar,1975-12-03,885.0,634.3134568893242
Calamar,1975-12-05,883.0,600.0304770008722
Calamar,1975-12-11,873.0,599.8628871969494
Calamar,1975-12-14,865.0,622.0158653866699
Calamar,1975-12-25,834.0,601.9880320593094
Calamar,1975-12-26,830.0,621.6719198090448
Calamar,1976-01-07,787.0,461.3331794334297
Calamar,1976-01-12,752.0,465.5149378076346
Calamar,1976-01-14,736.0,480.9127730074151
Calamar,1976-01-15,728.0,483.9372110045726
Calamar,1976-01-18,703.0,463.35549254959284
Calamar,1976-01-23,649.0,459.84707209886335
Calamar,1976-01-24,640.0,458.5715469599651
Calamar,1976-01-26,620.0,463.8860464171894
Calamar,1976-01-28,596.0,472.65497560696576
Calamar,1976-02-01,558.0,378.0155673088013
Calamar,1976-02-05,523.0,398.70995437555774
Calamar,1976-02-06,511.0,399.7192056585735
Calamar,1976-02-15,432.0,353.5671439892397
Calamar,1976-02-18,432.0,361.4368540179347
Calamar,1976-02-19,429.0,369.41586749070586
Calamar,1976-02-27,395.0,326.3249909664113
Calamar,1976-02-28,397.0,333.0041018023666
Calamar,1976-03-17,395.0,431.4806788907822
Calamar,1976-03-18,393.0,433.68745998867865
Calamar,1976-03-20,397.0,415.1548110497362
Calamar,1976-03-23,401.0,446.5688038658417
Calamar,1976-03-25,410.0,458.6604849185487
Calamar,1976-03-27,416.0,478.150659370206
Calamar,1976-03-28,418.0,475.777667210277
Calamar,1976-03-29,420.0,460.4493775226431
Calamar,1976-03-30,422.0,459.4374744533345
Calamar,1976-03-31,423.0,450.75736927539515
Calamar,1976-04-01,421.0,468.78688842015134
Calamar,1976-04-09,417.0,487.0151836620497
Calamar,1976-04-10,416.0,487.6885787534201
Calamar,1976-04-15,426.0,447.957786691709
Calamar,1976-04-18,455.0,524.5945261592432
Calamar,1976-04-20,467.0,560.5548377074131
Calamar,1976-04-22,467.0,430.1690706279959
Calamar,1976-04-30,510.0,426.9156006210796
Calamar,1976-05-08,566.0,579.8876770846778
Calamar,1976-06-02,594.0,700.4817651825844
Calamar,1976-06-04,594.0,694.1527172644887
Calamar,1976-06-06,594.0,694.3449788965968
Calamar,1976-06-08,596.0,675.157714758614
Calamar,1976-06-17,608.0,649.9756081843402
Calamar,1976-06-19,612.0,665.5966127820485
Calamar,1976-06-29,594.0,627.26754973607
Calamar,1976-06-30,594.0,608.1937135618579
Calamar,1976-07-01,594.0,594.623843273459
Calamar,1976-07-12,555.0,577.8360376404564
Calamar,1976-07-13,546.0,560.7139846403709
Calamar,1976-07-26,507.0,541.2236338164729
Calamar,1976-07-29,515.0,465.6110974373399
Calamar,1976-08-01,496.0,472.3212848329913
Calamar,1976-08-10,444.0,414.79217456595717
Calamar,1976-08-15,405.0,357.68223075712865
Calamar,1976-08-19,389.0,346.0504498902399
Calamar,1976-08-21,395.0,363.4251191535892
Calamar,1976-08-23,386.0,417.35644217348454
Calamar,1976-08-25,390.0,354.5777737623202
Calamar,1976-08-28,383.0,426.01505559340745
Calamar,1976-08-29,388.0,401.27033542678384
Calamar,1976-08-30,403.0,383.3487708311438
Calamar,1976-09-04,382.0,302.83891630173537
Calamar,1976-09-10,382.0,369.76214443331907
Calamar,1976-09-12,373.0,326.5749026399126
Calamar,1976-09-17,316.0,245.3168390026692
Calamar,1976-09-19,310.0,236.5242056347846
Calamar,1976-09-24,300.0,303.43822845960557
Calamar,1976-09-26,323.0,274.70405903405117
Calamar,1976-09-29,349.0,390.8981587064329
Calamar,1976-09-30,362.0,423.20859006373183
Calamar,1976-10-01,381.0,448.9582167351225
Calamar,1976-10-07,460.0,505.243154127568
Calamar,1976-10-14,536.0,620.7406985705318
Calamar,1976-10-18,571.0,688.0921988798059
Calamar,1976-10-19,578.0,652.9520556505846
Calamar,1976-10-30,598.0,671.3309138986072
Calamar,1976-11-24,663.0,704.9094316986346
Calamar,1976-11-25,661.0,699.8920120455255
Calamar,1976-11-27,654.0,665.3075878342078
Calamar,1976-11-30,638.0,588.0152465786155
Calamar,1976-12-03,616.0,601.9964475331599
Calamar,1976-12-07,585.0,520.8036664772876
Calamar,1976-12-09,565.0,507.1215024961821
Calamar,1976-12-19,483.0,457.162199995675
Calamar,1976-12-22,465.0,447.72580803846535
Calamar,1976-12-23,459.0,416.42117871982134
Calamar,1976-12-29,411.0,400.28375486566756
Calamar,1977-01-01,376.0,326.03619305769115
Calamar,1977-01-05,321.0,299.14827570937337
Calamar,1977-01-06,310.0,293.80543424043765
Calamar,1977-01-08,286.0,274.4958250907333
Calamar,1977-01-14,231.0,234.77960379440032
Calamar,1977-01-21,185.0,184.80625959539918
Calamar,1977-02-05,163.0,191.6334483949049
Calamar,1977-02-09,154.0,185.55216732469782
Calamar,1977-02-11,151.0,191.03509638751908
Calamar,1977-02-12,152.0,182.56492798132598
Calamar,1977-02-17,144.0,180.18001765132817
Calamar,1977-03-02,179.0,244.6239148161711
Calamar,1977-03-13,132.0,156.3378314018833
Calamar,1977-03-14,126.0,145.39898078803628
Calamar,1977-03-22,144.0,212.579761106133
Calamar,1977-03-27,155.0,277.534400026851
Calamar,1977-03-29,165.0,206.09526614954655
Calamar,1977-03-30,167.0,231.34125517988394
Calamar,1977-04-06,235.0,354.2935324112465
Calamar,1977-04-10,234.0,349.3572988378817
Calamar,1977-04-13,236.0,407.15585125006555
Calamar,1977-04-26,216.0,310.9957153565932
Calamar,1977-04-27,221.0,302.8982381059494
Calamar,1977-06-04,468.0,526.9304347056741
Calamar,1977-06-12,502.0,581.2273557152685
Calamar,1977-06-14,516.0,574.8949193789174
Calamar,1977-06-16,517.0,581.7622228600915
Calamar,1977-07-06,500.0,530.0428281035743
Calamar,1977-07-19,472.0,445.51277268203154
Calamar,1977-07-21,464.0,439.30890178893685
Calamar,1977-07-26,417.0,343.411896457674
Calamar,1977-07-28,393.0,361.913828041225
Calamar,1977-07-29,392.0,381.52205464115224
Calamar,1977-07-31,406.0,435.97966761611457
Calamar,1977-08-04,422.0,452.1039270609063
Calamar,1977-08-05,425.0,446.3892300200034
Calamar,1977-08-07,434.0,418.9859642788732
Calamar,1977-08-13,483.0,478.28482777399756
Calamar,1977-08-14,491.0,484.26475093156256
Calamar,1977-08-16,502.0,465.0327805456151
Calamar,1977-08-31,489.0,419.4462889838472
Calamar,1977-09-03,474.0,447.1525425587002
Calamar,1977-09-04,470.0,431.06129247260054
Calamar,1977-09-05,467.0,399.1665041039175
Calamar,1977-09-07,445.0,391.1954534924399
Calamar,1977-09-08,438.0,413.49546445219823
Calamar,1977-09-09,430.0,397.5066085819486
Calamar,1977-09-10,421.0,384.08267061051436
Calamar,1977-09-16,396.0,378.12513040018547
Calamar,1977-09-19,408.0,393.77050100123677
Calamar,1977-10-05,535.0,556.4625649519662
Calamar,1977-10-06,541.0,554.2519417980841
Calamar,1977-10-08,553.0,577.3529625445578
Calamar,1977-10-09,559.0,578.2696537605367
Calamar,1977-10-16,607.0,647.9036815154545
Calamar,1977-10-17,611.0,665.5314655788302
Calamar,1977-10-19,619.0,682.4948685197897
Calamar,1977-10-22,637.0,717.423986705234
Calamar,1977-10-23,641.0,728.7948770029562
Calamar,1977-10-26,651.0,744.1681168557415
Calamar,1977-11-01,674.0,732.5491658250368
Calamar,1977-11-06,687.0,719.1045419330958
Calamar,1977-11-21,728.0,753.1058635867049
Calamar,1977-11-25,736.0,793.3980210348489
Calamar,1977-11-29,742.0,827.0327060407005
Calamar,1977-12-01,744.0,834.5858982329144
Calamar,1977-12-02,745.0,829.824663337731
Calamar,1977-12-16,715.0,613.8010312127134
Calamar,1977-12-20,687.0,538.0387590901722
Calamar,1977-12-23,654.0,509.35703080024524
Calamar,1978-01-05,496.0,405.7532999437522
Calamar,1978-01-08,455.0,371.89911678214736
Calamar,1978-01-09,441.0,366.6911410790776
Calamar,1978-01-14,395.0,385.88822344096474
Calamar,1978-01-19,375.0,326.190165921608
Calamar,1978-01-23,330.0,266.0509932702697
Calamar,1978-01-28,271.0,253.2526954783949
Calamar,1978-02-06,226.0,208.41832424846947
Calamar,1978-02-07,220.0,256.78783715497275
Calamar,1978-02-10,239.0,268.6364552077837
Calamar,1978-02-14,245.0,263.16792684121134
Calamar,1978-02-16,235.0,261.21527642925724
Calamar,1978-02-27,163.0,194.60654282006743
Calamar,1978-03-01,174.0,137.74358915292484
Calamar,1978-03-04,164.0,218.04923710498707
Calamar,1978-03-15,252.0,330.45436867730723
Calamar,1978-03-24,172.0,188.46399990648308
Calamar,1978-03-25,179.0,205.07249575895645
Calamar,1978-03-29,228.0,334.76359027023966
Calamar,1978-04-02,296.0,427.3899549397234
Calamar,1978-04-03,313.0,474.39871317146765
Calamar,1978-04-10,394.0,529.426129195692
Calamar,1978-04-15,438.0,541.7437332725522
Calamar,1978-04-18,458.0,568.6401867632972
Calamar,1978-04-28,553.0,653.3478637936189
Calamar,1978-05-01,562.0,701.0469444587843
Calamar,1978-05-03,569.0,688.7200101619262
Calamar,1978-05-04,572.0,695.7426553556347
Calamar,1978-05-16,618.0,759.3757610976013
Calamar,1978-05-19,621.0,757.2509815805756
Calamar,1978-06-09,640.0,770.4437136686813
Calamar,1978-06-10,641.0,762.1710203733417
Calamar,1978-06-14,651.0,761.8016804859781
Calamar,1978-06-16,654.0,724.8012420501333
Calamar,1978-06-21,655.0,709.1339796856256
Calamar,1978-06-23,657.0,681.3056765754496
Calamar,1978-07-08,629.0,641.171169766696
Calamar,1978-08-08,540.0,455.5396964589748
Calamar,1978-08-09,536.0,461.51816882946946
Calamar,1978-08-13,535.0,483.3349453516142
Calamar,1978-08-15,533.0,483.33111952584795
Calamar,1978-08-18,526.0,431.8959014628128
Calamar,1978-08-19,519.0,421.78489281593806
Calamar,1978-08-24,489.0,413.4802273455144
Calamar,1978-08-25,478.0,391.7753028372028
Calamar,1978-08-30,446.0,367.0808709931593
Calamar,1978-09-01,451.0,390.7300988179866
Calamar,1978-09-10,478.0,452.5499052354844
Calamar,1978-09-16,479.0,443.6161005080294
Calamar,1978-09-28,517.0,489.68292375761814
Calamar,1978-09-30,529.0,501.00025780998965
Calamar,1978-10-01,531.0,512.5610875020523
Calamar,1978-10-03,537.0,538.8550156109043
Calamar,1978-10-04,540.0,567.3864914050941
Calamar,1978-10-05,543.0,597.2182672636997
Calamar,1978-10-08,554.0,591.4206079467444
Calamar,1978-10-11,560.0,568.4972155378252
Calamar,1978-10-12,562.0,550.7444583542306
Calamar,1978-10-17,574.0,578.690755746344
Calamar,1978-10-29,626.0,710.3735964424968
Calamar,1978-10-30,631.0,703.9404985105737
Calamar,1978-10-31,637.0,705.2906273440699
Calamar,1978-11-01,641.0,715.5180122067648
Calamar,1978-11-05,654.0,720.1191361775396
Calamar,1978-11-12,668.0,696.2864919941194
Calamar,1978-11-21,684.0,739.996776149922
Calamar,1978-11-22,686.0,749.88845567471
Calamar,1978-12-06,674.0,597.7458553770309
Calamar,1978-12-07,670.0,617.7240652373243
Calamar,1978-12-11,662.0,608.1720783118658
Calamar,1978-12-16,656.0,616.3595977082432
Calamar,1978-12-19,651.0,638.1676623234757
Calamar,1978-12-22,644.0,640.4403431603093
Calamar,1978-12-25,633.0,604.4900890347087
Calamar,1978-12-26,629.0,586.0257173105668
Calamar,1978-12-30,606.0,515.7690095877064
Calamar,1979-01-06,527.0,437.44136895076247
Calamar,1979-01-07,513.0,423.6640725038234
Calamar,1979-01-08,498.0,410.3056382982277
Calamar,1979-01-10,468.0,399.68359320647136
Calamar,1979-01-16,392.0,355.63999119410175
Calamar,1979-01-22,328.0,310.1437210212504
Calamar,1979-01-30,273.0,264.1509211761411
Calamar,1979-02-01,263.0,287.338277781858
Calamar,1979-02-02,265.0,289.26015335023135
Calamar,1979-02-21,207.0,282.21512804321384
Calamar,1979-02-22,206.0,296.50794154380753
Calamar,1979-03-05,220.0,232.94320982027577
Calamar,1979-03-10,257.0,276.8067055101802
Calamar,1979-03-11,274.0,317.8923549636888
Calamar,1979-03-14,291.0,372.1308597312378
Calamar,1979-03-19,270.0,309.22778359031196
Calamar,1979-03-26,262.0,360.0127547858615
Calamar,1979-04-02,298.0,377.0315960440455
Calamar,1979-04-06,286.0,344.70753965207234
Calamar,1979-04-15,320.0,402.7220714455211
Calamar,1979-04-21,331.0,404.79661212531096
Calamar,1979-04-25,355.0,425.2262222449588
Calamar,1979-04-29,413.0,494.93373717694783
Calamar,1979-05-03,467.0,557.0915959579659
Calamar,1979-05-04,477.0,578.3674242922914
Calamar,1979-05-06,495.0,609.1476399056246
Calamar,1979-05-11,508.0,667.6238109097767
Calamar,1979-05-17,508.0,623.189201847626
Calamar,1979-05-21,514.0,650.1234455955115
Calamar,1979-05-25,543.0,649.0597335019655
Calamar,1979-05-28,557.0,674.0806660711781
Calamar,1979-05-29,561.0,680.0550643894757
Calamar,1979-05-31,567.0,713.9698812895199
Calamar,1979-06-06,592.0,693.9211437280103
Calamar,1979-06-09,612.0,709.6123003050509
Calamar,1979-06-12,628.0,727.5990531161126
Calamar,1979-06-19,651.0,780.883912228676
Calamar,1979-07-01,669.0,699.724853774451
Calamar,1979-07-02,669.0,700.6191668316951
Calamar,1979-07-07,664.0,664.6376387022239
Calamar,1979-07-08,660.0,640.2847575089634
Calamar,1979-07-16,620.0,568.2206138268025
Calamar,1979-07-17,617.0,569.1595062637487
Calamar,1979-07-18,615.0,573.2351937918307
Calamar,1979-07-19,617.0,566.206372912298
Calamar,1979-07-30,586.0,567.603947731821
Calamar,1979-08-06,554.0,546.6710103668884
Calamar,1979-08-13,500.0,457.4639003093203
Calamar,1979-08-15,478.0,436.42149388919154
Calamar,1979-08-16,470.0,424.26365423844504
Calamar,1979-08-25,493.0,443.234223483845
Calamar,1979-08-29,505.0,485.7372712714487
Calamar,1979-09-03,542.0,576.7822777798551
Calamar,1979-09-23,617.0,686.9703245603366
Calamar,1979-09-24,621.0,692.1603619533785
Calamar,1979-09-29,635.0,710.1572876952714
Calamar,1979-10-01,641.0,698.5496535310856
Calamar,1979-10-02,643.0,686.6112742400547
Calamar,1979-10-08,646.0,642.1752035801
Calamar,1979-10-11,641.0,634.1066072378655
Calamar,1979-10-14,640.0,620.5269555167538
Calamar,1979-10-17,638.0,628.3687177997236
Calamar,1979-10-26,665.0,692.9215229447764
Calamar,1979-11-02,691.0,751.5217917206528
Calamar,1979-11-18,742.0,798.2595432988827
Calamar,1979-11-19,750.0,797.3571352614466
Calamar,1979-11-26,784.0,804.1466023045314
Calamar,1979-12-11,812.0,746.3468417245251
Calamar,1979-12-12,811.0,735.3917527914386
Calamar,1979-12-13,810.0,727.8653972211971
Calamar,1979-12-18,794.0,615.7820402344964
Calamar,1979-12-19,789.0,626.2939499585949
Calamar,1979-12-23,768.0,623.4821183286233
Calamar,1980-01-07,647.0,499.73666098406414
Calamar,1980-01-10,619.0,486.41780032508484
Calamar,1980-01-14,569.0,408.93138249090686
Calamar,1980-01-18,509.0,359.7594046469573
Calamar,1980-01-19,497.0,345.96473514671356
Calamar,1980-02-01,377.0,276.64353778192174
Calamar,1980-02-04,371.0,277.1054338527287
Calamar,1980-02-13,394.0,381.8726130848873
Calamar,1980-02-19,324.0,262.05767867389466
Calamar,1980-02-20,312.0,261.99605932985344
Calamar,1980-02-28,328.0,336.8940817212289
Calamar,1980-03-04,288.0,270.76567892708874
Calamar,1980-03-15,229.0,174.58221341108333
Calamar,1980-03-27,230.0,229.4448832152511
Calamar,1980-04-06,230.0,279.21798473002457
Calamar,1980-04-20,262.0,315.8160050083666
Calamar,1980-04-25,264.0,480.64450339448433
Calamar,1980-04-28,310.0,498.5846238311547
Calamar,1980-05-01,347.0,361.82166582299624
Calamar,1980-05-12,373.0,387.4750644471567
Calamar,1980-05-26,424.0,452.36744235907923
Calamar,1980-05-31,437.0,467.9011956751951
Calamar,1980-06-02,446.0,456.773084004974
Calamar,1980-06-03,451.0,481.34449346967733
Calamar,1980-06-04,455.0,496.6390832914499
Calamar,1980-06-06,468.0,501.22364811691506
Calamar,1980-06-07,473.0,512.1870416080517
Calamar,1980-06-19,513.0,570.6987020124906
Calamar,1980-06-22,513.0,550.0687454884039
Calamar,1980-06-28,518.0,540.5366526235118
Calamar,1980-07-11,452.0,412.57797344412734
Calamar,1980-07-15,426.0,381.1861951440413
Calamar,1980-07-18,413.0,397.44497273169134
Calamar,1980-08-07,459.0,392.05778678589775
Calamar,1980-08-15,472.0,446.7639631193706
Calamar,1980-08-17,468.0,433.80327171354713
Calamar,1980-08-18,466.0,420.0095677807474
Calamar,1980-08-22,475.0,392.51019863938376
Calamar,1980-08-24,474.0,393.26803034847984
Calamar,1980-08-26,476.0,408.9461689392957
Calamar,1980-10-07,533.0,441.6539900336373
Calamar,1980-10-08,547.0,444.5148730203279
Calamar,1980-10-14,591.0,595.7433351676209
Calamar,1980-10-16,596.0,598.2806574693807
Calamar,1980-10-19,604.0,582.3917299990874
Calamar,1980-10-20,610.0,575.6371076161787
Calamar,1980-10-22,615.0,596.3665176801533
Calamar,1980-10-24,622.0,628.8967570047546
Calamar,1980-10-28,624.0,717.2160363381557
Calamar,1980-10-31,626.0,723.9471472072373
Calamar,1980-11-01,628.0,727.4176694230907
Calamar,1980-11-04,628.0,627.3902305206636
Calamar,1980-11-15,649.0,684.0854877328355
Calamar,1980-11-18,656.0,629.6427583589639
Calamar,1980-11-25,653.0,579.7323019127089
Calamar,1980-11-29,656.0,612.0423387013936
Calamar,1980-12-03,653.0,626.091073490602
Calamar,1980-12-08,653.0,584.8624935480792
Calamar,1980-12-11,645.0,569.8323786369585
Calamar,1980-12-17,628.0,514.1711479772529
Calamar,1980-12-23,609.0,485.2930593993235
Calamar,1980-12-25,595.0,476.0783465226765
Calamar,1981-01-03,571.0,510.81353761487185
Calamar,1981-01-18,458.0,411.7643746741977
Calamar,1981-01-19,449.0,405.3567450493676
Calamar,1981-01-22,416.0,365.4314785830915
Calamar,1981-02-02,292.0,313.8690905034521
Calamar,1981-02-05,282.0,304.3163500198698
Calamar,1981-02-06,281.0,311.5869541553387
Calamar,1981-02-08,277.0,322.44528545808424
Calamar,1981-02-10,282.0,322.09191186055864
Calamar,1981-02-15,275.0,319.8336735622307
Calamar,1981-02-19,254.0,281.5028386083725
Calamar,1981-02-20,249.0,275.7779039199572
Calamar,1981-02-28,361.0,389.09018110845443
Calamar,1981-03-04,358.0,403.21395387867625
Calamar,1981-03-07,345.0,385.99147348706805
Calamar,1981-03-15,398.0,400.2904958270138
Calamar,1981-03-18,400.0,416.0042856160261
Calamar,1981-03-21,385.0,396.3451858360923
Calamar,1981-03-28,303.0,336.7718129484874
Calamar,1981-03-29,296.0,321.54928417459064
Calamar,1981-04-02,266.0,265.71852030101707
Calamar,1981-04-16,331.0,364.65371165410704
Calamar,1981-04-18,353.0,387.8874641228069
Calamar,1981-04-22,425.0,452.06474203500585
Calamar,1981-05-05,561.0,573.6000653817295
Calamar,1981-05-07,572.0,573.2985127188448
Calamar,1981-05-10,592.0,588.6400668905529
Calamar,1981-05-18,643.0,684.2358745707459
Calamar,1981-05-21,657.0,733.9517934047326
Calamar,1981-05-23,668.0,773.3376871887331
Calamar,1981-05-26,691.0,768.9871494157113
Calamar,1981-05-27,696.0,780.0757919684703
Calamar,1981-05-30,713.0,798.4755875225173
Calamar,1981-06-01,722.0,791.4166882729403
Calamar,1981-06-06,751.0,832.9702437692495
Calamar,1981-06-07,757.0,833.021582701134
Calamar,1981-06-24,838.0,840.3039102366024
Calamar,1981-06-27,839.0,853.0703023429535
Calamar,1981-06-29,839.0,834.5936212385603
Calamar,1981-07-04,832.0,772.7421548373036
Calamar,1981-07-07,826.0,745.4570173268307
Calamar,1981-07-21,792.0,689.5980081198563
Calamar,1981-07-31,767.0,581.4556925827699
Calamar,1981-08-02,757.0,554.4956574077058
Calamar,1981-08-07,725.0,483.8239616541629
Calamar,1981-08-10,704.0,497.2135514995173
Calamar,1981-08-13,684.0,476.7029191403291
Calamar,1981-08-17,673.0,521.6798019888018
Calamar,1981-08-20,663.0,511.4854619318475
Calamar,1981-08-25,643.0,490.32012324159
Calamar,1981-08-26,642.0,510.9720294498819
Calamar,1981-09-01,648.0,514.4287764582584
Calamar,1981-09-02,654.0,535.9124533501508
Calamar,1981-09-09,663.0,598.6072141051476
Calamar,1981-09-13,664.0,605.7269435682064
Calamar,1981-09-14,665.0,618.6116111201255
Calamar,1981-09-18,667.0,631.7305064497899
Calamar,1981-09-22,668.0,624.7714700806305
Calamar,1981-09-27,661.0,565.8296440085032
Calamar,1981-10-01,650.0,509.6229557841544
Calamar,1981-10-14,629.0,560.6338095934295
Calamar,1981-10-19,637.0,573.8671358804047
Calamar,1981-10-21,643.0,606.4769482599152
Calamar,1981-10-31,667.0,684.3261329286079
Calamar,1981-11-06,680.0,722.8781932705849
Calamar,1981-11-10,688.0,705.6180293884777
Calamar,1981-11-13,695.0,736.9292628935136
Calamar,1981-11-20,710.0,728.0805835077699
Calamar,1981-11-22,713.0,718.4047033665593
Calamar,1981-11-23,715.0,703.7945774799222
Calamar,1981-12-06,731.0,736.3435289112945
Calamar,1981-12-08,732.0,728.2374386569136
Calamar,1981-12-11,733.0,737.8767102622278
Calamar,1981-12-15,731.0,695.8630374476743
Calamar,1981-12-16,729.0,691.1243431262124
Calamar,1981-12-18,726.0,692.2016668614897
Calamar,1981-12-22,718.0,624.9241852487448
Calamar,1981-12-28,692.0,559.4867444367169
Calamar,1982-01-03,659.0,501.802690817164
Calamar,1982-01-04,656.0,504.06151670275204
Calamar,1982-01-05,652.0,522.2279964714465
Calamar,1982-01-09,653.0,534.825747060845
Calamar,1982-01-12,649.0,568.8569165952885
Calamar,1982-01-13,647.0,586.3709336128835
Calamar,1982-01-14,645.0,586.8347388165681
Calamar,1982-01-23,616.0,499.69274959989286
Calamar,1982-01-25,594.0,480.07325343654446
Calamar,1982-02-08,470.0,398.9506889140557
Calamar,1982-02-11,464.0,429.56802180944044
Calamar,1982-02-15,456.0,409.4691642203019
Calamar,1982-02-16,454.0,406.0264016011237
Calamar,1982-02-17,453.0,398.91669177957976
Calamar,1982-02-20,459.0,424.8706599448883
Calamar,1982-02-22,467.0,437.4922383251956
Calamar,1982-02-26,471.0,469.66187432929416
Calamar,1982-03-02,462.0,427.2637106883499
Calamar,1982-03-03,457.0,445.87610842113173
Calamar,1982-03-20,403.0,359.50348861380024
Calamar,1982-03-23,398.0,418.9658210161215
Calamar,1982-03-25,412.0,431.59359999059984
Calamar,1982-03-26,414.0,445.9797339171825
Calamar,1982-03-28,417.0,427.5833544963933
Calamar,1982-03-31,414.0,439.7839443286843
Calamar,1982-04-15,508.0,538.6235661075673
Calamar,1982-04-20,539.0,585.8926769113199
Calamar,1982-05-01,596.0,660.0931999517304
Calamar,1982-05-06,622.0,667.7197498062619
Calamar,1982-05-19,677.0,768.962085261009
Calamar,1982-05-20,682.0,767.7345092283894
Calamar,1982-05-21,686.0,770.9680763531167
Calamar,1982-05-26,709.0,720.2654352978113
Calamar,1982-06-01,738.0,747.6449986829417
Calamar,1982-06-05,746.0,813.8709196514717
Calamar,1982-06-13,776.0,860.4374135961127
Calamar,1982-06-18,787.0,832.4074795527953
Calamar,1982-06-25,796.0,751.2468203294047
Calamar,1982-06-26,796.0,751.0084262417552
Calamar,1982-06-29,791.0,715.5939801473307
Calamar,1982-07-03,775.0,643.9737971915584
Calamar,1982-07-08,745.0,624.644805513432
Calamar,1982-07-16,697.0,578.7739688830369
Calamar,1982-07-21,663.0,504.30734521732563
Calamar,1982-07-30,605.0,486.496026607718
Calamar,1982-08-08,585.0,471.72911693225325
Calamar,1982-08-11,578.0,480.8057304438288
Calamar,1982-08-18,534.0,386.26070925630006
Calamar,1982-08-19,528.0,409.27939592280376
Calamar,1982-08-22,506.0,382.6615362394785
Calamar,1982-08-30,460.0,356.8789002080397
Calamar,1982-09-01,446.0,404.03367592251215
Calamar,1982-09-03,448.0,357.72535235064413
Calamar,1982-09-04,449.0,351.1025308452415
Calamar,1982-09-05,448.0,352.15163828493036
Calamar,1982-09-08,451.0,372.87160781365463
Calamar,1982-09-14,467.0,393.9544900519068
Calamar,1982-09-17,495.0,419.1259822412929
Calamar,1982-09-25,519.0,465.15688272188174
Calamar,1982-09-26,521.0,454.1304077916797
Calamar,1982-10-07,552.0,496.34462203393946
Calamar,1982-10-21,604.0,586.2948408737265
Calamar,1982-10-30,659.0,690.5080975785343
Calamar,1982-11-18,696.0,642.9155869332062
Calamar,1982-11-27,680.0,598.9181749914895
Calamar,1982-12-12,600.0,524.4136277337496
Calamar,1982-12-25,522.0,448.86799411313257
Calamar,1982-12-27,516.0,462.065890442228
Calamar,1983-01-07,444.0,355.54092510924886
Calamar,1983-01-12,417.0,420.4999962014721
Calamar,1983-01-17,380.0,381.77652970779764
Calamar,1983-01-23,308.0,292.5011602336166
Calamar,1983-01-26,269.0,271.7271247852703
Calamar,1983-01-29,241.0,240.5229929865671
Calamar,1983-02-04,235.0,228.42106817986695
Calamar,1983-02-08,212.0,220.36894260963814
Calamar,1983-02-10,208.0,193.65061786635812
Calamar,1983-02-15,222.0,237.0339820637028
Calamar,1983-02-17,221.0,223.35736353890002
Calamar,1983-02-21,203.0,205.67811422542385
Calamar,1983-03-02,204.0,217.25436000732992
Calamar,1983-03-04,200.0,270.37009722953775
Calamar,1983-03-10,227.0,269.92734903177075
Calamar,1983-03-13,224.0,289.2834031492251
Calamar,1983-03-19,260.0,273.3142870684957
Calamar,1983-03-20,259.0,298.7340911548323
Calamar,1983-03-21,250.0,321.8836395150321
Calamar,1983-03-31,241.0,291.53789300506185
Calamar,1983-04-11,263.0,349.0218123815658
Calamar,1983-04-13,310.0,355.1448680791398
Calamar,1983-04-17,383.0,435.0272345874052
Calamar,1983-04-18,398.0,464.9973712094024
Calamar,1983-04-19,410.0,493.3760708467715
Calamar,1983-04-22,463.0,514.2038970530388
Calamar,1983-04-23,473.0,543.7134685396793
Calamar,1983-05-01,521.0,565.2336339726447
Calamar,1983-05-18,568.0,620.9685775833555
Calamar,1983-05-26,592.0,647.6437309900489
Calamar,1983-06-11,626.0,677.3303587307196
Calamar,1983-06-13,630.0,669.5591416402223
Calamar,1983-06-17,635.0,654.136140697023
Calamar,1983-06-20,633.0,615.9953990227561
