Estacion,Serie,Lag,ACF,Confianza_95,Confianza_sup,Confianza_inf,N
Calamar,Calamar,244,-0.09619351023816786,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,245,-0.09914841897310919,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,246,-0.10191683771926159,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,247,-0.1044985423112397,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,248,-0.1068862654193909,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,249,-0.10907519917089221,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,250,-0.11105835860239734,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,251,-0.11283269778650297,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,252,-0.11438843766143361,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,253,-0.11572471409840666,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,254,-0.11684920934001163,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,255,-0.11775130978544306,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,256,-0.11842139762638385,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,257,-0.11885529813756442,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,258,-0.1190412116585942,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,259,-0.11898197902808429,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,260,-0.11867133484832293,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,261,-0.11810453857392028,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,262,-0.11727462923825958,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,263,-0.11617955115577137,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
