numInputs,ventana,numOutputs,numJumps,units,dropout,learning_rate,batch_size,scaler,MAE_val_h10_mean,MAE_val_h10_std,MSE_val_h10_mean,MSE_val_h10_std,BDS_pvalue_mean,BDS_pvalue_min,BDS_folds_pass,BDS_all_folds_pass,BDS_any_fold_pass,epochs_usados_mean,epochs_usados_median,best_epoch_val_loss_mean,best_epoch_val_loss_median,best_val_loss_mean
15,15 días,10,1,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",15.985737672610856,0.4143522352421817,602.2057269375646,31.36000814050704,1.357882576553007e-11,4.0558257672202085e-13,0,False,False,100.4,101.0,80.4,81.0,0.0034569285344332457
15,15 días,10,1,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",15.711769478305282,0.31311534560514326,593.5038224633041,28.15228952662457,1.6607393485320012e-11,3.478376045745785e-13,0,False,False,81.8,81.0,61.8,61.0,0.0034071121830493213
30,30 días,10,1,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",17.308195862319465,1.2968145046776458,681.3109164600513,100.86404140730257,1.5035310731480705e-06,4.4981774434486116e-07,0,False,False,113.4,114.0,93.4,94.0,0.003919056383892894
30,30 días,10,1,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",16.904997926798647,1.178076426337377,651.9687388670616,84.38455941668336,1.1271187374805244e-06,1.8477588734961137e-07,0,False,False,102.4,97.0,82.4,77.0,0.003751165699213743
