epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,gap_abs_val_train_loss,fold,modelo,numInputs,units,dropout,learning_rate,batch_size,scaler,patience,epochs_max,early_stopping_monitor,best_epoch_val_loss_fold,best_val_loss_fold,epochs_usados_fold
112,0.004295813385397196,0.003776292083784938,0.04581206664443016,0.040418922901153564,0.004295813385397196,0.003776292083784938,0.000519521301612258,4,RNN,15,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,93,0.003769742790609598,113
113,0.004189488012343645,0.0037779470440000296,0.0453379787504673,0.04046439379453659,0.004189488012343645,0.0037779470440000296,0.00041154096834361553,4,RNN,15,64,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,93,0.003769742790609598,113
1,0.029731925576925278,0.00875331461429596,0.12583622336387634,0.07093583047389984,0.029731925576925278,0.00875331461429596,0.020978610962629318,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
2,0.011047400534152985,0.00705153401941061,0.0794697105884552,0.06535333395004272,0.011047400534152985,0.00705153401941061,0.003995866514742374,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
3,0.009325899183750153,0.006207029800862074,0.07260353118181229,0.0604422390460968,0.009325899183750153,0.006207029800862074,0.0031188693828880787,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
4,0.007969522848725319,0.00546627352014184,0.06674497574567795,0.0549967885017395,0.007969522848725319,0.00546627352014184,0.002503249328583479,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
5,0.007458839099854231,0.005715201608836651,0.06466270983219147,0.05807428061962128,0.007458839099854231,0.005715201608836651,0.00174363749101758,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
6,0.006856764666736126,0.004817895125597715,0.061627864837646484,0.05015476793050766,0.006856764666736126,0.004817895125597715,0.0020388695411384106,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
7,0.006560974754393101,0.004593044053763151,0.06001860275864601,0.04755274951457977,0.006560974754393101,0.004593044053763151,0.0019679307006299496,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
8,0.006323235109448433,0.004599486943334341,0.058619219809770584,0.04837992414832115,0.006323235109448433,0.004599486943334341,0.0017237481661140919,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
9,0.0062058959156274796,0.0044173807837069035,0.05787372961640358,0.04699742794036865,0.0062058959156274796,0.0044173807837069035,0.001788515131920576,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
10,0.005964441224932671,0.004417748190462589,0.057001858949661255,0.046410396695137024,0.005964441224932671,0.004417748190462589,0.0015466930344700813,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
11,0.005891260225325823,0.004294939339160919,0.056403469294309616,0.045182835310697556,0.005891260225325823,0.004294939339160919,0.0015963208861649036,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
12,0.0057893055491149426,0.004140093922615051,0.055963724851608276,0.043811675161123276,0.0057893055491149426,0.004140093922615051,0.0016492116264998913,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
13,0.005734654609113932,0.004113416187465191,0.05515207350254059,0.043691448867321014,0.005734654609113932,0.004113416187465191,0.0016212384216487408,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
14,0.005533440038561821,0.004056715872138739,0.054159801453351974,0.04362478852272034,0.005533440038561821,0.004056715872138739,0.0014767241664230824,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
15,0.005303593818098307,0.003919442184269428,0.052791863679885864,0.04252973198890686,0.005303593818098307,0.003919442184269428,0.0013841516338288784,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
16,0.005210860166698694,0.003996158950030804,0.0523630790412426,0.042689159512519836,0.005210860166698694,0.003996158950030804,0.0012147012166678905,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
17,0.005289922934025526,0.0038698234129697084,0.05273503437638283,0.041800081729888916,0.005289922934025526,0.0038698234129697084,0.0014200995210558176,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
18,0.005147276911884546,0.003837134689092636,0.051815733313560486,0.0419325977563858,0.005147276911884546,0.003837134689092636,0.0013101422227919102,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
19,0.004968214314430952,0.003774980315938592,0.05072687938809395,0.04108696058392525,0.004968214314430952,0.003774980315938592,0.0011932339984923601,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
20,0.005021039862185717,0.003739856882020831,0.050916463136672974,0.04080188646912575,0.005021039862185717,0.003739856882020831,0.0012811829801648855,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
21,0.004848223179578781,0.0037601469084620476,0.05025157704949379,0.04081537947058678,0.004848223179578781,0.0037601469084620476,0.0010880762711167336,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
22,0.004923687782138586,0.0037585380487143993,0.050217803567647934,0.040794238448143005,0.004923687782138586,0.0037585380487143993,0.0011651497334241867,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
23,0.004837872926145792,0.0036899447441101074,0.049619998782873154,0.04040547460317612,0.004837872926145792,0.0036899447441101074,0.0011479281820356846,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
24,0.0047149364836514,0.0037230171728879213,0.04905727133154869,0.04069564491510391,0.0047149364836514,0.0037230171728879213,0.0009919193107634783,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
25,0.004758079070597887,0.0037142736837267876,0.049289729446172714,0.04059198126196861,0.004758079070597887,0.0037142736837267876,0.0010438053868710995,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
26,0.004576715640723705,0.0036127811763435602,0.04813309758901596,0.03976001217961311,0.004576715640723705,0.0036127811763435602,0.0009639344643801451,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
27,0.004620410967618227,0.003672373481094837,0.04838234558701515,0.04031713306903839,0.004620410967618227,0.003672373481094837,0.0009480374865233898,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
28,0.004673033021390438,0.003605517093092203,0.048686522990465164,0.03983770310878754,0.004673033021390438,0.003605517093092203,0.001067515928298235,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
29,0.004504344891756773,0.0036822163965553045,0.04774593561887741,0.04049988090991974,0.004504344891756773,0.0036822163965553045,0.0008221284952014685,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
30,0.004609210882335901,0.003629423677921295,0.04826487600803375,0.040009044110774994,0.004609210882335901,0.003629423677921295,0.000979787204414606,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
31,0.004552576225250959,0.003603750839829445,0.047936078161001205,0.03955649957060814,0.004552576225250959,0.003603750839829445,0.0009488253854215145,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
32,0.0045261075720191,0.0036214401479810476,0.04767690598964691,0.03994681313633919,0.0045261075720191,0.0036214401479810476,0.0009046674240380526,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
33,0.004449791740626097,0.0035373831633478403,0.04723628982901573,0.03898238390684128,0.004449791740626097,0.0035373831633478403,0.0009124085772782564,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
34,0.004440439399331808,0.0034891825634986162,0.04700062796473503,0.0385696142911911,0.004440439399331808,0.0034891825634986162,0.0009512568358331919,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
35,0.004373440518975258,0.003560043405741453,0.046689584851264954,0.038998913019895554,0.004373440518975258,0.003560043405741453,0.0008133971132338047,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
36,0.004476040136069059,0.003553074086084962,0.04716230183839798,0.039193958044052124,0.004476040136069059,0.003553074086084962,0.0009229660499840975,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
37,0.004422653932124376,0.00354974833317101,0.04687817767262459,0.03915975242853165,0.004422653932124376,0.00354974833317101,0.0008729055989533663,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
38,0.004337923601269722,0.00354362977668643,0.04643280804157257,0.03896096348762512,0.004337923601269722,0.00354362977668643,0.000794293824583292,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
39,0.004441305063664913,0.0035141482949256897,0.04691994562745094,0.03879600018262863,0.004441305063664913,0.0035141482949256897,0.0009271567687392235,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
40,0.004274599254131317,0.0034798849374055862,0.04588278383016586,0.038503602147102356,0.004274599254131317,0.0034798849374055862,0.0007947143167257309,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
41,0.004316356498748064,0.003482406260445714,0.046217843890190125,0.03835863992571831,0.004316356498748064,0.003482406260445714,0.00083395023830235,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
42,0.004249920602887869,0.0034444506745785475,0.04570314660668373,0.038274429738521576,0.004249920602887869,0.0034444506745785475,0.0008054699283093214,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
43,0.004255734849721193,0.0034642883110791445,0.04566654562950134,0.038013920187950134,0.004255734849721193,0.0034642883110791445,0.0007914465386420488,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
44,0.0042666965164244175,0.0034900852479040623,0.04583745077252388,0.03816836699843407,0.0042666965164244175,0.0034900852479040623,0.0007766112685203552,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
45,0.004062427673488855,0.0034266533330082893,0.04453183338046074,0.037770893424749374,0.004062427673488855,0.0034266533330082893,0.000635774340480566,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
46,0.004054851830005646,0.003444936126470566,0.044400375336408615,0.03813515603542328,0.004054851830005646,0.003444936126470566,0.00060991570353508,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
47,0.004032861907035112,0.003430775133892894,0.04424352943897247,0.037716444581747055,0.004032861907035112,0.003430775133892894,0.0006020867731422186,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
48,0.004012956749647856,0.0034207431599497795,0.04423755034804344,0.03775299713015556,0.004012956749647856,0.0034207431599497795,0.0005922135896980762,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
49,0.004086025524884462,0.0034283085260540247,0.044673509895801544,0.03771539404988289,0.004086025524884462,0.0034283085260540247,0.0006577169988304377,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
50,0.003981744404882193,0.0034363551530987024,0.04381873458623886,0.0380338691174984,0.003981744404882193,0.0034363551530987024,0.0005453892517834902,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
51,0.004015856422483921,0.003409517463296652,0.044202230870723724,0.03751674294471741,0.004015856422483921,0.003409517463296652,0.0006063389591872692,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
52,0.004007633775472641,0.0034211750607937574,0.04410528764128685,0.037613607943058014,0.004007633775472641,0.003421174827963114,0.0005864587146788836,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
53,0.0040055857971310616,0.0034193433821201324,0.044018231332302094,0.037476103752851486,0.0040055857971310616,0.0034193433821201324,0.0005862424150109291,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
54,0.003965936601161957,0.003412868594750762,0.044014085084199905,0.0375143438577652,0.003965936601161957,0.003412868594750762,0.0005530680064111948,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
55,0.003965677227824926,0.0033952926751226187,0.043635621666908264,0.037497758865356445,0.003965677227824926,0.0033952926751226187,0.0005703845527023077,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
56,0.003873686771839857,0.003412200603634119,0.0429198257625103,0.03806323558092117,0.003873686771839857,0.003412200603634119,0.00046148616820573807,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
57,0.0038554060738533735,0.0033958919811993837,0.043001074343919754,0.03761705383658409,0.0038554060738533735,0.0033958919811993837,0.0004595140926539898,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
58,0.003912253305315971,0.003396039828658104,0.0433221235871315,0.03763282299041748,0.003912253305315971,0.003396039828658104,0.0005162134766578674,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
59,0.0038545457646250725,0.003399426117539406,0.04303489252924919,0.037658363580703735,0.0038545457646250725,0.003399426117539406,0.00045511964708566666,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
60,0.0039541395381093025,0.0033917834516614676,0.04332119971513748,0.037444066256284714,0.0039541395381093025,0.0033917834516614676,0.000562356086447835,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
61,0.0038995936047285795,0.0033906414173543453,0.04313655197620392,0.0374922938644886,0.0038995936047285795,0.0033906414173543453,0.0005089521873742342,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
62,0.003928929101675749,0.003418790642172098,0.043361932039260864,0.037903424352407455,0.003928929101675749,0.003418790642172098,0.0005101384595036507,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
63,0.003904324257746339,0.003408147720620036,0.043323151767253876,0.03773067146539688,0.003904324257746339,0.003408147720620036,0.0004961765371263027,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
64,0.003956898115575314,0.003414013423025608,0.04338658228516579,0.03791964799165726,0.003956898115575314,0.003414013423025608,0.0005428846925497055,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
65,0.003834111848846078,0.0034046254586428404,0.04279778152704239,0.03785683587193489,0.003834111848846078,0.0034046254586428404,0.00042948639020323753,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
66,0.003842893522232771,0.0034167286939918995,0.04253396391868591,0.03800351172685623,0.003842893522232771,0.0034167286939918995,0.00042616482824087143,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
67,0.0038314620032906532,0.0033910274505615234,0.042781900614500046,0.03745549917221069,0.0038314620032906532,0.0033910274505615234,0.0004404345527291298,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
68,0.0038514963816851377,0.0034022198524326086,0.04283635690808296,0.03778182342648506,0.0038514963816851377,0.0034022198524326086,0.00044927652925252914,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
69,0.00382992229424417,0.0033970430959016085,0.042631834745407104,0.03771638870239258,0.00382992229424417,0.0033970430959016085,0.0004328791983425617,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
70,0.0038143848069012165,0.003401433117687702,0.042243409901857376,0.03774537891149521,0.0038143848069012165,0.003401433117687702,0.00041295168921351433,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
71,0.0038545923307538033,0.0033934591338038445,0.04272205010056496,0.03744954243302345,0.0038545923307538033,0.0033934591338038445,0.0004611331969499588,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
72,0.0038568361196666956,0.0033966212067753077,0.04257945343852043,0.03755088523030281,0.0038568361196666956,0.0033966212067753077,0.00046021491289138794,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
73,0.0038786798249930143,0.003406861564144492,0.04273223876953125,0.037834931164979935,0.0038786798249930143,0.003406861564144492,0.0004718182608485222,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
74,0.0037609224673360586,0.003404301591217518,0.04233590513467789,0.03781486675143242,0.0037609224673360586,0.003404301591217518,0.00035662087611854076,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
75,0.003790735499933362,0.003396959975361824,0.04253269359469414,0.037780795246362686,0.003790735499933362,0.003396959975361824,0.00039377552457153797,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
76,0.003868361236527562,0.0033951355144381523,0.042689695954322815,0.03749117627739906,0.003868361236527562,0.0033951355144381523,0.00047322572208940983,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
77,0.003781265579164028,0.0034090003464370966,0.04221328720450401,0.03801858797669411,0.003781265579164028,0.0034090003464370966,0.00037226523272693157,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
78,0.0037971732672303915,0.003395859617739916,0.04243004694581032,0.037575285881757736,0.0037971732672303915,0.003395859617739916,0.00040131364949047565,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
79,0.0038359523750841618,0.0034064101055264473,0.042738448828458786,0.03790803253650665,0.0038359523750841618,0.0034064101055264473,0.00042954226955771446,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
80,0.0037923771888017654,0.003398205852136016,0.04252529889345169,0.03769052401185036,0.0037923771888017654,0.003398205852136016,0.00039417133666574955,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
81,0.0038071919698268175,0.0033956191036850214,0.042391616851091385,0.03757605329155922,0.0038071919698268175,0.0033956191036850214,0.0004115728661417961,0,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,61,0.0033906414173543453,81
1,0.022462228313088417,0.006566931959241629,0.10609371215105057,0.06244666129350662,0.022462228313088417,0.006566931959241629,0.01589529635384679,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
2,0.00916649866849184,0.005639283452183008,0.07166863977909088,0.056293338537216187,0.00916649866849184,0.005639283452183008,0.003527215216308832,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
3,0.00786286685615778,0.005745165515691042,0.06590394675731659,0.05711987987160683,0.00786286685615778,0.005745165515691042,0.0021177013404667377,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
4,0.00715169170871377,0.005483591929078102,0.06273685395717621,0.05485224723815918,0.00715169170871377,0.005483591929078102,0.0016680997796356678,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
5,0.006734462920576334,0.004948317538946867,0.0606878437101841,0.05145064368844032,0.006734462920576334,0.004948317538946867,0.001786145381629467,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
6,0.006392931565642357,0.004899040330201387,0.05887826159596443,0.05142906308174133,0.006392931565642357,0.004899040330201387,0.0014938912354409695,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
7,0.0059844558127224445,0.004447276704013348,0.05663197115063667,0.04654211923480034,0.0059844558127224445,0.004447276704013348,0.001537179108709097,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
8,0.005713209975510836,0.004328669514507055,0.05525177717208862,0.046247076243162155,0.005713209975510836,0.004328669514507055,0.0013845404610037804,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
9,0.005752097349613905,0.0042814533226192,0.0552653893828392,0.044944971799850464,0.005752097349613905,0.0042814533226192,0.0014706440269947052,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
10,0.005501847714185715,0.004081279505044222,0.053746793419122696,0.04377489537000656,0.005501847714185715,0.004081279505044222,0.0014205682091414928,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
11,0.0054525332525372505,0.004010519478470087,0.05353579297661781,0.04269847273826599,0.0054525332525372505,0.004010519478470087,0.0014420137740671635,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
12,0.005436992272734642,0.003981012850999832,0.053696706891059875,0.04249446839094162,0.005436992272734642,0.003981012850999832,0.0014559794217348099,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
13,0.0051906658336520195,0.003856932045891881,0.051924750208854675,0.04158370569348335,0.0051906658336520195,0.003856932045891881,0.0013337337877601385,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
14,0.005174887832254171,0.0038389121182262897,0.05181106925010681,0.04109879210591316,0.005174887832254171,0.0038389121182262897,0.0013359757140278816,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
15,0.005091561935842037,0.0037687374278903008,0.05166858807206154,0.04146371781826019,0.005091561935842037,0.0037687374278903008,0.0013228245079517365,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
16,0.004952507559210062,0.0037791444920003414,0.05064970254898071,0.0408053994178772,0.004952507559210062,0.0037791444920003414,0.0011733630672097206,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
17,0.005012615118175745,0.003766577458009124,0.05094223469495773,0.041045743972063065,0.005012615118175745,0.003766577458009124,0.0012460376601666212,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
18,0.004815881140530109,0.0037185372784733772,0.04984767735004425,0.0405491478741169,0.004815881140530109,0.0037185372784733772,0.0010973438620567322,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
19,0.004761533346027136,0.003642611438408494,0.04951797053217888,0.040053319185972214,0.004761533346027136,0.003642611438408494,0.0011189219076186419,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
20,0.004882861394435167,0.003643623786047101,0.04991157725453377,0.04002704098820686,0.004882861394435167,0.003643623786047101,0.0012392376083880663,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
21,0.004694459028542042,0.003674142761155963,0.04883641377091408,0.04010547697544098,0.004694459028542042,0.003674142761155963,0.0010203162673860788,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
22,0.004740909673273563,0.0035458561033010483,0.04935527592897415,0.039133694022893906,0.004740909673273563,0.0035458561033010483,0.001195053569972515,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
23,0.004688669927418232,0.0034612875897437334,0.04886077344417572,0.03900712728500366,0.004688669927418232,0.0034612875897437334,0.0012273823376744986,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
24,0.004626596346497536,0.003576825838536024,0.048116039484739304,0.03943084180355072,0.004626596346497536,0.003576825838536024,0.0010497705079615116,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
25,0.004648336209356785,0.003526285756379366,0.04846999794244766,0.03935649245977402,0.004648336209356785,0.003526285756379366,0.001122050452977419,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
26,0.004620432388037443,0.0034726921003311872,0.04853470250964165,0.038638610392808914,0.004620432388037443,0.0034726921003311872,0.001147740287706256,1,RNN,15,128,0.1,0.0005,32,"MinMaxScaler(-1,1)",20,150,val_loss,69,0.0031824258621782064,89
