horizonte,n_datos,MAE,MSE,RMSE,R2,MAPE_pct
1,1,0.17462158203125,0.030492696911096573,0.17462158203125,,0.02598777148637336
5,5,6.99517822265625,71.42257568314672,8.451187826758243,-1.9139806227744631,1.0250435598869183
10,10,13.561248779296875,242.86783728189766,15.584217570410702,-2.1490157184038594,1.9608773963579982
