numInputs,ventana,numOutputs,numJumps,objective,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,random_state,n_jobs,verbosity,MAE_val_h10_mean,MAE_val_h10_std,MSE_val_h10_mean,MSE_val_h10_std,BDS_pvalue_mean,BDS_pvalue_min,BDS_folds_pass,BDS_all_folds_pass,BDS_any_fold_pass
30,30 días,10,1,reg:squarederror,300,3,0.05,0.8,0.8,1.0,42,-1,0,19.466493866531216,0.12707081773307982,859.6274147621409,18.464646070849717,5.836140232088705e-07,3.0748990939413973e-07,0,False,False
60,60 días,10,1,reg:squarederror,300,3,0.05,0.8,0.8,1.0,42,-1,0,23.842671702203074,1.0819410990389433,1225.146708540974,128.53887621551573,0.0,0.0,0,False,False
