horizonte,n_datos,MAE,MSE,RMSE,R2,MAPE_pct
1,1,1.07989501953125,1.1661732532083988,1.07989501953125,,0.16071361094316808
5,5,4.09388427734375,22.073858936876057,4.698282551834878,0.0994052427166705,0.6005933525898124
10,10,7.454449462890625,71.71353554017841,8.468384470498396,0.07016485523269478,1.0783832849546329
