epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,tipo_entrenamiento,numInputs,fold,hidden_layers,dropout,learning_rate,patience,epochs_max,early_stopping_monitor,y_mean,y_std,epochs_usados
17,0.04096653312444687,,0.14842748641967773,,0.04096653312444687,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
18,0.04159434139728546,,0.1493324339389801,,0.04159434139728546,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
19,0.039121128618717194,,0.14443036913871765,,0.039121128618717194,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
20,0.03978206217288971,,0.14552561938762665,,0.03978206217288971,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
21,0.04038447514176369,,0.14657171070575714,,0.04038447514176369,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
22,0.040732041001319885,,0.14654694497585297,,0.040732041001319885,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
23,0.04090828076004982,,0.1465998888015747,,0.04090828076004982,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
24,0.03945062309503555,,0.14382654428482056,,0.03945062309503555,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
25,0.04232320562005043,,0.1501675248146057,,0.04232320562005043,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
26,0.03769415616989136,,0.14068858325481415,,0.03769415616989136,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
27,0.039641037583351135,,0.14472849667072296,,0.039641037583351135,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
28,0.03888898715376854,,0.14337733387947083,,0.03888898715376854,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
29,0.03925906866788864,,0.14339099824428558,,0.03925906866788864,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
30,0.03914596885442734,,0.14366348087787628,,0.03914596885442734,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
31,0.037237174808979034,,0.13955295085906982,,0.037237174808979034,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
32,0.03842523694038391,,0.14154532551765442,,0.03842523694038391,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
33,0.04203648492693901,,0.1485224813222885,,0.04203648492693901,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
34,0.03922978416085243,,0.14364023506641388,,0.03922978416085243,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
35,0.036078643053770065,,0.13804639875888824,,0.036078643053770065,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
36,0.03844162076711655,,0.14248330891132355,,0.03844162076711655,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
37,0.03752248361706734,,0.13933387398719788,,0.03752248361706734,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
38,0.037928998470306396,,0.14038026332855225,,0.037928998470306396,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
39,0.03714178130030632,,0.14053261280059814,,0.03714178130030632,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
40,0.03743312880396843,,0.1400023251771927,,0.03743312880396843,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
41,0.04007551446557045,,0.14477349817752838,,0.04007551446557045,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
42,0.03653716295957565,,0.13847018778324127,,0.03653716295957565,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
43,0.0356033518910408,,0.13621334731578827,,0.0356033518910408,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
44,0.03741714358329773,,0.14020554721355438,,0.03741714358329773,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
45,0.036756254732608795,,0.13775886595249176,,0.036756254732608795,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
46,0.035661760717630386,,0.1359543353319168,,0.035661760717630386,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
47,0.03942282870411873,,0.1425652652978897,,0.03942282870411873,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
48,0.0357055701315403,,0.1359274536371231,,0.0357055701315403,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
49,0.03534833714365959,,0.135520800948143,,0.03534833714365959,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
50,0.034859973937273026,,0.13464879989624023,,0.034859973937273026,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
51,0.03470980003476143,,0.13490235805511475,,0.03470980003476143,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
52,0.035985905677080154,,0.1371145099401474,,0.035985905677080154,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
53,0.03590249642729759,,0.13686484098434448,,0.03590249642729759,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
54,0.03554799407720566,,0.13599829375743866,,0.03554799407720566,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
55,0.03578003868460655,,0.13584166765213013,,0.03578003868460655,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
56,0.03563374653458595,,0.1359059363603592,,0.03563374653458595,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
57,0.03564457967877388,,0.13680234551429749,,0.03564457967877388,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
58,0.034688808023929596,,0.13402405381202698,,0.034688808023929596,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
59,0.0346781350672245,,0.13399897515773773,,0.0346781350672245,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
60,0.03631723299622536,,0.13763853907585144,,0.03631723299622536,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
61,0.03512205183506012,,0.13462623953819275,,0.03512205183506012,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
62,0.03515930473804474,,0.13482454419136047,,0.03515930473804474,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
63,0.03523437678813934,,0.13525523245334625,,0.03523437678813934,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
64,0.034096118062734604,,0.13311061263084412,,0.034096118062734604,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
65,0.03644417226314545,,0.1373605579137802,,0.03644417226314545,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
66,0.03433043509721756,,0.13272881507873535,,0.03433043509721756,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
67,0.034674786031246185,,0.13415053486824036,,0.034674786031246185,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
68,0.03555476292967796,,0.13518382608890533,,0.03555476292967796,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
69,0.03729943186044693,,0.1393149048089981,,0.03729943186044693,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
70,0.03452904149889946,,0.13395532965660095,,0.03452904149889946,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
71,0.03432813659310341,,0.13408660888671875,,0.03432813659310341,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
72,0.03481973335146904,,0.13436263799667358,,0.03481973335146904,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
73,0.035089243203401566,,0.13445140421390533,,0.035089243203401566,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
74,0.03503530099987984,,0.1341111660003662,,0.03503530099987984,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
75,0.03682924062013626,,0.13725969195365906,,0.03682924062013626,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
76,0.034839287400245667,,0.1337573528289795,,0.034839287400245667,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
77,0.034225769340991974,,0.13252340257167816,,0.034225769340991974,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
78,0.034605517983436584,,0.1337166428565979,,0.034605517983436584,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
79,0.03516805171966553,,0.13489782810211182,,0.03516805171966553,,modelo_final,30,final,"(64, 32)",0.1,0.001,15,100,loss,547.247730129249,168.66028702234178,79
