epoch,loss_train,loss_val,mae_train,mae_val,mse_train,mse_val,tipo_entrenamiento,numInputs,fold,hidden_layers,dropout,learning_rate,patience,epochs_max,early_stopping_monitor,y_mean,y_std,epochs_usados
32,0.047089431434869766,0.03555315360426903,0.1618349850177765,0.13404755294322968,0.047089431434869766,0.03555315360426903,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
33,0.04950004070997238,0.029065817594528198,0.16526754200458527,0.12268976122140884,0.04950004070997238,0.029065817594528198,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
34,0.05558910220861435,0.029469149187207222,0.17667187750339508,0.12347859144210815,0.05558910220861435,0.029469149187207222,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
35,0.05277956277132034,0.026471635326743126,0.17116808891296387,0.11325737833976746,0.05277956277132034,0.026471635326743126,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
36,0.04778090864419937,0.026502124965190887,0.16274277865886688,0.11587652564048767,0.04778090864419937,0.026502124965190887,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
37,0.04668857157230377,0.029727669432759285,0.16115182638168335,0.12257131934165955,0.04668857157230377,0.029727669432759285,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
38,0.0502888523042202,0.03182293847203255,0.1682698279619217,0.12720058858394623,0.0502888523042202,0.03182293847203255,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
39,0.04788185656070709,0.027066955342888832,0.16291137039661407,0.11624153703451157,0.04788185656070709,0.027066955342888832,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
40,0.0474315844476223,0.025443071499466896,0.16337060928344727,0.11146464198827744,0.0474315844476223,0.025443071499466896,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
41,0.044577665627002716,0.027540482580661774,0.15823052823543549,0.11684273183345795,0.044577665627002716,0.027540482580661774,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
42,0.04570099338889122,0.02577417530119419,0.15836715698242188,0.10982052236795425,0.04570099338889122,0.02577417530119419,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
43,0.04271455481648445,0.027498291805386543,0.15377970039844513,0.11668584495782852,0.04271455481648445,0.027498291805386543,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
44,0.047167498618364334,0.02927437052130699,0.16009928286075592,0.12385555356740952,0.047167498618364334,0.02927437052130699,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
45,0.04638022556900978,0.026629377156496048,0.15933768451213837,0.11654230207204819,0.04638022556900978,0.026629377156496048,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
46,0.04631562903523445,0.025834742933511734,0.15793956816196442,0.1136382445693016,0.04631562903523445,0.025834742933511734,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
47,0.04398365691304207,0.032716814428567886,0.15604744851589203,0.12949496507644653,0.04398365691304207,0.032716814428567886,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
48,0.050262924283742905,0.041861943900585175,0.16377083957195282,0.1433085948228836,0.050262924283742905,0.041861943900585175,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
49,0.05110665783286095,0.02686747908592224,0.16454851627349854,0.1170772910118103,0.05110665783286095,0.02686747908592224,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
50,0.044850390404462814,0.0296695064753294,0.15946631133556366,0.12176448106765747,0.044850390404462814,0.0296695064753294,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
51,0.044693440198898315,0.036552879959344864,0.15781301259994507,0.13707183301448822,0.044693440198898315,0.036552879959344864,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
52,0.043050915002822876,0.025590110570192337,0.1533115804195404,0.11167897284030914,0.043050915002822876,0.025590110570192337,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
53,0.043564748018980026,0.025326337665319443,0.155748188495636,0.1086447611451149,0.043564748018980026,0.025326337665319443,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
54,0.040391553193330765,0.024558627977967262,0.15154261887073517,0.1082579493522644,0.040391553193330765,0.024558627977967262,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
55,0.04011693224310875,0.025541214272379875,0.14728407561779022,0.1154048964381218,0.04011693224310875,0.025541214272379875,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
56,0.04312339052557945,0.03521294519305229,0.15315371751785278,0.13399799168109894,0.04312339052557945,0.03521294519305229,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
57,0.04472798854112625,0.026067744940519333,0.15376132726669312,0.11675482988357544,0.04472798854112625,0.026067744940519333,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
58,0.04571651294827461,0.027490675449371338,0.16106601059436798,0.12019667029380798,0.04571651294827461,0.027490675449371338,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
59,0.04861494526267052,0.028080379590392113,0.1653202772140503,0.12200824171304703,0.04861494526267052,0.028080379590392113,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
60,0.04328795149922371,0.03132253140211105,0.15406779944896698,0.1319022923707962,0.04328795149922371,0.03132253140211105,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
61,0.04225809872150421,0.026535777375102043,0.14922478795051575,0.11565014719963074,0.04225809872150421,0.026535777375102043,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
62,0.04155786707997322,0.025437062606215477,0.1520642340183258,0.11597812175750732,0.04155786707997322,0.025437062606215477,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
63,0.03921685740351677,0.02791624329984188,0.1473238617181778,0.11897823214530945,0.03921685740351677,0.02791624329984188,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
64,0.04064377024769783,0.02469818852841854,0.14931707084178925,0.11006451398134232,0.04064377024769783,0.02469818852841854,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
65,0.04072800278663635,0.028852174058556557,0.150770902633667,0.12344370782375336,0.04072800278663635,0.028852174058556557,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
66,0.04070570692420006,0.02909374237060547,0.1500425636768341,0.11956223100423813,0.04070570692420006,0.02909374237060547,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
67,0.039013978093862534,0.028873899951577187,0.1462484449148178,0.12073535472154617,0.039013978093862534,0.028873899951577187,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
68,0.03901057317852974,0.023813514038920403,0.14437349140644073,0.10689934343099594,0.03901057317852974,0.023813514038920403,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
69,0.03612105920910835,0.023477043956518173,0.1409086287021637,0.1052296981215477,0.03612105920910835,0.023477043956518173,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
70,0.039500508457422256,0.02505853958427906,0.14712423086166382,0.11128415912389755,0.039500508457422256,0.02505853958427906,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
71,0.040737517178058624,0.023357320576906204,0.1508163958787918,0.10705380886793137,0.040737517178058624,0.023357320576906204,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
72,0.037973783910274506,0.026637470349669456,0.14356835186481476,0.11542241275310516,0.037973783910274506,0.026637470349669456,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
73,0.03761586919426918,0.02413882128894329,0.14268121123313904,0.11015591025352478,0.03761586919426918,0.02413882128894329,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
74,0.03845871612429619,0.027220843359827995,0.14423763751983643,0.11674081534147263,0.03845871612429619,0.027220843359827995,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
75,0.03784862160682678,0.02406904473900795,0.14371156692504883,0.10907451808452606,0.03784862160682678,0.02406904473900795,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
76,0.03993924707174301,0.026658140122890472,0.1475006490945816,0.11476734280586243,0.03993924707174301,0.026658140122890472,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
77,0.0361308678984642,0.02368655614554882,0.14043062925338745,0.10556033253669739,0.0361308678984642,0.02368655614554882,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
78,0.03652762249112129,0.030230486765503883,0.1410912573337555,0.12184134870767593,0.03652762249112129,0.030230486765503883,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
79,0.038756780326366425,0.02448919042944908,0.14374969899654388,0.11252768337726593,0.038756780326366425,0.02448919042944908,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
80,0.03952791541814804,0.03024652786552906,0.1440839171409607,0.12100853025913239,0.03952791541814804,0.03024652786552906,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
81,0.03890766575932503,0.03016519360244274,0.14622312784194946,0.12398366630077362,0.03890766575932503,0.03016519360244274,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
82,0.04096706211566925,0.024143975228071213,0.14713390171527863,0.10867715626955032,0.04096706211566925,0.024143975228071213,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
83,0.03651174157857895,0.025585956871509552,0.14141766726970673,0.11387015879154205,0.03651174157857895,0.025585956871509552,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
84,0.038339968770742416,0.02484206296503544,0.14511094987392426,0.11069930344820023,0.038339968770742416,0.02484206296503544,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
85,0.039092306047677994,0.02432851307094097,0.1457253098487854,0.10827178508043289,0.039092306047677994,0.02432851307094097,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
86,0.04480639100074768,0.026693999767303467,0.157775416970253,0.11475781351327896,0.04480639100074768,0.026693999767303467,validacion_cruzada,30,0,"(64, 32)",0.1,0.001,15,100,val_loss,546.6337814959503,170.30284220351092,86
1,0.6428308486938477,0.2689521014690399,0.6104153990745544,0.3987257480621338,0.6428308486938477,0.2689521014690399,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
2,0.2889409065246582,0.11818539351224899,0.40994444489479065,0.2700805068016052,0.2889409065246582,0.11818539351224899,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
3,0.18718616664409637,0.06966860592365265,0.3244200646877289,0.2036943882703781,0.18718616664409637,0.06966860592365265,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
4,0.1346527487039566,0.05019551143050194,0.27316465973854065,0.17537936568260193,0.1346527487039566,0.05019551143050194,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
5,0.11196821182966232,0.049535878002643585,0.2501920461654663,0.1682291030883789,0.11196821182966232,0.049535878002643585,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
6,0.10436806827783585,0.040852561593055725,0.23946696519851685,0.15323200821876526,0.10436806827783585,0.040852561593055725,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
7,0.092079296708107,0.03827144578099251,0.22638961672782898,0.14922365546226501,0.092079296708107,0.03827144578099251,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
8,0.0850667953491211,0.03741650655865669,0.21535414457321167,0.1437085121870041,0.0850667953491211,0.03741650655865669,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
9,0.08023905009031296,0.040520112961530685,0.2079673856496811,0.15298591554164886,0.08023905009031296,0.040520112961530685,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
10,0.08202167600393295,0.03797328472137451,0.21103344857692719,0.14704544842243195,0.08202167600393295,0.03797328472137451,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
11,0.07280296087265015,0.037600986659526825,0.19945840537548065,0.13972675800323486,0.07280296087265015,0.037600986659526825,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
12,0.07339923083782196,0.03372964635491371,0.20147572457790375,0.13636797666549683,0.07339923083782196,0.03372964635491371,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
13,0.07017151266336441,0.03274207562208176,0.19731545448303223,0.13251155614852905,0.07017151266336441,0.03274207562208176,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
14,0.0704813152551651,0.032960060983896255,0.1958569884300232,0.13263022899627686,0.0704813152551651,0.032960060983896255,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
15,0.06586028635501862,0.035258568823337555,0.19065339863300323,0.13810105621814728,0.06586028635501862,0.035258568823337555,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
16,0.06787525862455368,0.034044910222291946,0.19208313524723053,0.13465839624404907,0.06787525862455368,0.034044910222291946,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
17,0.06186914071440697,0.031211020424962044,0.18476976454257965,0.12825188040733337,0.06186914071440697,0.031211020424962044,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
18,0.05574171617627144,0.030553938820958138,0.17344458401203156,0.12791785597801208,0.05574171617627144,0.030553938820958138,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
19,0.058738160878419876,0.035997677594423294,0.17654162645339966,0.14082182943820953,0.058738160878419876,0.035997677594423294,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
20,0.06219878047704697,0.036197032779455185,0.1823914498090744,0.14119605720043182,0.06219878047704697,0.036197032779455185,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
21,0.05480307340621948,0.03072313219308853,0.1751973181962967,0.12383303046226501,0.05480307340621948,0.03072313219308853,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
22,0.05776948109269142,0.03196065500378609,0.1780516803264618,0.1254309117794037,0.05776948109269142,0.03196065500378609,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
23,0.05341511592268944,0.030794795602560043,0.17340505123138428,0.12753605842590332,0.05341511592268944,0.030794795602560043,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
24,0.05714968219399452,0.042479146271944046,0.17774416506290436,0.14885495603084564,0.05714968219399452,0.042479146271944046,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
25,0.05811192840337753,0.030114222317934036,0.17748139798641205,0.12370949238538742,0.05811192840337753,0.030114222317934036,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
26,0.05136476084589958,0.030290964990854263,0.1691938191652298,0.12312411516904831,0.05136476084589958,0.030290964990854263,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
27,0.05599132180213928,0.030281424522399902,0.17634600400924683,0.12299888581037521,0.05599132180213928,0.030281424522399902,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
28,0.05573119595646858,0.029665688052773476,0.17348256707191467,0.12416838109493256,0.05573119595646858,0.029665688052773476,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
29,0.056784916669130325,0.03288565203547478,0.17655639350414276,0.13075028359889984,0.056784916669130325,0.03288565203547478,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
30,0.05264345556497574,0.027820419520139694,0.1719120442867279,0.11910948902368546,0.05264345556497574,0.027820419520139694,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
31,0.04587173089385033,0.027841072529554367,0.1594574898481369,0.12202049791812897,0.04587173089385033,0.027841072529554367,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
32,0.04608314484357834,0.031666383147239685,0.15891553461551666,0.12815514206886292,0.04608314484357834,0.031666383147239685,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
33,0.05241021141409874,0.02871873788535595,0.16920383274555206,0.12209252268075943,0.05241021141409874,0.02871873788535595,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
34,0.05074363946914673,0.028728563338518143,0.16837258636951447,0.12203972786664963,0.05074363946914673,0.028728563338518143,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
35,0.05350365862250328,0.039680011570453644,0.17208707332611084,0.146299347281456,0.05350365862250328,0.039680011570453644,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
36,0.05396132916212082,0.028033394366502762,0.17141877114772797,0.12039346992969513,0.05396132916212082,0.028033394366502762,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
37,0.04392683133482933,0.02808840572834015,0.1570487916469574,0.11965137720108032,0.04392683133482933,0.02808840572834015,validacion_cruzada,30,1,"(64, 32)",0.1,0.001,15,100,val_loss,546.5989139358098,169.923923304194,78
