horizonte,n_datos,MAE,MSE,RMSE,R2,MAPE_pct
1,1,1.054541304460372,1.1120573628129828,1.054541304460372,,0.15694038574426522
5,5,3.1753875910006855,15.232145900796414,3.902838185320577,0.3785413425146491,0.46531670749596743
10,10,7.088502620925146,69.92169441695417,8.361919302226863,0.09339780334581305,1.0242454669971082
